price,description,charge_type,DateUpdated
9203.6,INTEND ENDO LEG GRFT 14.5X14CM,standard,2020-03-09
9226.0,CONFORM-X AORTIC VALVE 27-29MM,standard,2020-03-09
9228.66,SHUNT STRATA KIT,standard,2020-03-09
9240.0,EPIC PORCINE MITRAL VLV 27MM,standard,2020-03-09
9240.0,EPIC PORCINE MITRAL VLV 29MM,standard,2020-03-09
9240.0,EPIC PORCINE MITRAL VLV 31MM,standard,2020-03-09
9240.0,EPIC PORCINE MITRAL VLV 33MM,standard,2020-03-09
9273.6,RELIANCE 4SG SGL COIL ICD LEAD,standard,2020-03-09
9273.6,RELIANCE 4SG SGL COIL ICD LEAD,standard,2020-03-09
9293.2,ENDO PROSTH 7F 10X7MMX120CM,standard,2020-03-09
9313.92,XENMATRIX RECT GRAFT 10X15CM,standard,2020-03-09
9324.0,CONFIDENCE SPINAL CEMENT 11CC,standard,2020-03-09
9354.800000000001,PRO-DENSE BONE GRAFT 10CC,standard,2020-03-09
9380.0,IFUSE IMPLANT SYSTEM 3D 7X40MM,standard,2020-03-09
9380.0,IFUSE IMPLANT SYSTEM 3D 7X50MM,standard,2020-03-09
9415.0,DIGI SPYSCOPE ACCESS/DEL CATH,standard,2020-03-09
17334.8,SEPTAL OCCLUDER 30MM,standard,2020-03-09
9520.0,SUP ANNULAR AORTIC VALVE 23MM,standard,2020-03-09
9520.0,VLV MITRAL ON-X CONFORM-X 25,standard,2020-03-09
9660.0,ENDO GRAFT 20F 34X20X182MM,standard,2020-03-09
9660.0,DIST BDY UNI VASC GRAFT 22X115,standard,2020-03-09
9660.0,DIST BDY UNI VASC GRAFT 24X98,standard,2020-03-09
9660.0,GRAFT ENDO ZENITH AAA 20F,standard,2020-03-09
9681.0,NEUROSTIMULATOR AC/DC CHARGER,standard,2020-03-09
9758.0,TINED INNER STEM LEAD 28CM,standard,2020-03-09
9786.0,GRAFT BONE AUGMENT 3CC,standard,2020-03-09
9797.2,ABD ILIAC LMB STNT GRFT 12X140,standard,2020-03-09
9797.2,ABD ILIAC LMB STNT GRFT 18X120,standard,2020-03-09
9797.2,STENT GRFT ABD ILIAC 14X10X120,standard,2020-03-09
9797.2,STENT GRFT ABD OVATION14X160MM,standard,2020-03-09
9797.2,STENT GRFT ABD ILIAC LMB14X120,standard,2020-03-09
9797.2,STENT GRFT ILIAC LMB 14X14X140,standard,2020-03-09
9797.2,STENT GRFT ILIAC LMB 14X22X100,standard,2020-03-09
9797.2,STENT GRFT ILIAC LMB 14X22X120,standard,2020-03-09
9800.0,REMOTE MONITOR W/WAND,standard,2020-03-09
9805.6,STD MITRAL VALVE 33MM,standard,2020-03-09
9872.8,STD XL CYLINDER 0DEG 24CM,standard,2020-03-09
9872.8,IMP PENILE INFLAT TOUCH PUMP,standard,2020-03-09
9877.95,HAKIM PROG INLINE VALVE 30-200,standard,2020-03-09
9877.95,PROG INLINE VALVE W/SPHNGD,standard,2020-03-09
9884.0,IMP SYSTEM FUSION 3D 7X35MM,standard,2020-03-09
9914.8,KIT LEAD INFINION 1X16 50CM,standard,2020-03-09
9914.8,LEAD PERC MRI 8 CONTACT 56CM,standard,2020-03-09
10010.0,ESOPHYX Z ENDO DEVICE,standard,2020-03-09
10044.631578947368,ELECTRODE MRI SQ EMBLEM 45CM,standard,2020-03-09
10049.199999999999,SM INFUSE BONE GRAFT KIT,standard,2020-03-09
10066.0,VIABAHN STENT W/HEP 10X15X120,standard,2020-03-09
10066.0,LNG CRV POWER 1ST FRACTURE KIT,standard,2020-03-09
10080.0,CORNEA TRANSPLANT TISSUE,standard,2020-03-09
10080.0,BIFUR ENDO GRAFT 12X28X76MM,standard,2020-03-09
10080.0,BIFUR ENDO GRAFT 12X28X91MM,standard,2020-03-09
10080.0,AAA FEN ENDO GRAFT 2X32X124MM,standard,2020-03-09
10080.0,SYS PACE SR 4.45X4.81X.75CM,standard,2020-03-09
17334.8,SEPTAL OCCLUDER 4MM,standard,2020-03-09
10222.800000000001,ENDO PROSTH 6F 15X6MMX120CM,standard,2020-03-09
10346.0,ENDO PROSTH 7F 15X7MMX120CM,standard,2020-03-09
10346.0,ENDO PROSTH 7F 15X8MMX120CM,standard,2020-03-09
10360.0,SPRINT SECURE S-COIL ICD LEAD,standard,2020-03-09
10360.0,CAGE ANCHOR-C 4DEG 6X12X14MM,standard,2020-03-09
10360.0,ANCHOR-C CAGE 4DEG 7X12X14,standard,2020-03-09
10360.0,ANCHOR-C CAGE 4DEG 8X12X14,standard,2020-03-09
10500.0,STD XL CYLINDER 0DEG 28CM,standard,2020-03-09
10500.0,TISSUE CORNEA PRECUT,standard,2020-03-09
10500.0,AVISTA MRI 74CM 8CNTCT LEAD KT,standard,2020-03-09
10623.2,XSM RT ULNA ASSEMBLY IMP 3IN,standard,2020-03-09
10652.99,REV MOD CONE HIP +20 19MM,standard,2020-03-09
10652.99,REV MOD CONE BODY HIP 21MM,standard,2020-03-09
10659.6,ENDO PROSTH 6F 15X5MMX120CM,standard,2020-03-09
10686.48,TI CRESCENT SPACER 10X36MM,standard,2020-03-09
10764.54,PACEMAKER 1CHMB IS-1 SR-RF,standard,2020-03-09
10850.0,COMPONENT MANDIBULAR R,standard,2020-03-09
10892.0,RECT PHASIX MESH 6X8IN,standard,2020-03-09
10920.0,CUSTOM IMPLANT - TMJ,standard,2020-03-09
10920.0,VIATORR BRONCH STENT 10X8CM,standard,2020-03-09
10970.4,XSM HUMERAL IMP SET 4IN,standard,2020-03-09
11015.339999999998,BILAYER MATRIX WOUND DSG 4X5IN,standard,2020-03-09
11025.0,MOSAIC MITRAL VALVE 27MM,standard,2020-03-09
11025.0,MOSAIC MITRAL VALVE 29MM,standard,2020-03-09
11025.0,MOSAIC MITRAL VALVE 31MM,standard,2020-03-09
11025.0,MOSAIC MITRAL VALVE 33MM,standard,2020-03-09
11025.0,MOSAIC AORTIC VALVE 23MM,standard,2020-03-09
11025.0,MOSAIC AORTIC VALVE 25MM,standard,2020-03-09
11025.0,MOSAIC AORTIC VALVE 27MM,standard,2020-03-09
11025.0,MOSAIC AORTIC VALVE 29MM,standard,2020-03-09
11025.0,MOSAIC AORTIC VALVE 19MM,standard,2020-03-09
11025.0,MOSAIC AORTIC VALVE 21MM,standard,2020-03-09
11060.0,SM STRATA NEUROSURG VALVE,standard,2020-03-09
11113.2,ADVISA SR MRI-SAFE PACEMAKER,standard,2020-03-09
11144.0,INTEND ENDO LEG GRAFT 12X12CM,standard,2020-03-09
11144.0,GRAFT ENDO LEG INTEND 12X14CM,standard,2020-03-09
11144.0,ENDO GRAFT 16MMX11.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 16MMX13.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 18MMX9.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 18MMX11.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 18MMX13.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 20MMX11.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 20MMX13.5CM,standard,2020-03-09
11144.0,ENDO GRAFT 23MMX10CM,standard,2020-03-09
11144.0,ENDO GRAFT 23MMX12CM,standard,2020-03-09
11144.0,ENDO GRAFT 23MMX14CM,standard,2020-03-09
11144.0,ENDO GRAFT 27MMX10CM,standard,2020-03-09
11144.0,ENDO GRAFT 27MMX12CM,standard,2020-03-09
11144.0,ENDO GRAFT 12MMX10CM,standard,2020-03-09
11144.0,ENDO GRAFT 12MMX12CM,standard,2020-03-09
11144.0,ENDO GRAFT 12MMX14CM,standard,2020-03-09
11144.0,ENDO GRAFT 14.5MMX12CM,standard,2020-03-09
11163.6,DUAL CHMB PACEMAKER IS1 47MM,standard,2020-03-09
11200.0,VALVED AORTIC GRAFT 25MM,standard,2020-03-09
11200.0,VALVED AORTIC GRAFT 23MM,standard,2020-03-09
11200.0,VALVED AORTIC GRAFT 33MM,standard,2020-03-09
11200.0,PRE-CUT CORNEA IMPL,standard,2020-03-09
11200.0,KIT SURG LEAD 50CM,standard,2020-03-09
11200.0,KIT SURG LEAD 70CM,standard,2020-03-09
11200.0,DEV INTRBDY POST 0D 22X9X6MM,standard,2020-03-09
11200.0,DEV INTRBDY POST 6D 22X9X8MM,standard,2020-03-09
11200.0,DEV INTRBDY POST 6D 26X9X8MM,standard,2020-03-09
11293.63,THICK ACELLULAR DERMIS 8X20CM,standard,2020-03-09
11340.0,XL PEEK SPINAL IMP 10X18X45MM,standard,2020-03-09
11348.4,FEMORAL STEM W/BODY 11X203MM,standard,2020-03-09
11452.0,PLATE AFFIX II 45MM,standard,2020-03-09
11480.0,IMP LOOP RECORDER 6CM MOD 9006,standard,2020-03-09
11480.0,PDA-II DUCT OCCLUDER 6/6MM,standard,2020-03-09
11480.0,SPCNG STRIP LEAD 10MMX25CM,standard,2020-03-09
17334.8,SEPTAL OCCLUDER 6MM,standard,2020-03-09
11487.84,XL PEEK SPINAL IMP 12X18X45MM,standard,2020-03-09
11620.0,ENDO GRAFT 27MMX14CM,standard,2020-03-09
11673.691428571428,VITOSS BIMODAL FOAM 10CC,standard,2020-03-09
11702.88,PLATE ANT SP LVL 1 TI 37MM,standard,2020-03-09
11757.199999999999,2800 AORTIC VALVE W/THFX 25MM,standard,2020-03-09
11757.2,2800 AORTIC VALVE W/THFX 21MM,standard,2020-03-09
11757.2,2800 AORTIC VALVE W/THFX 23MM,standard,2020-03-09
11757.2,2800 AORTIC VALVE W/THFX 29MM,standard,2020-03-09
11760.0,SPACER VERTEBRAL TR 12X27X10MM,standard,2020-03-09
11768.29,OMNIFIT CEM STEM SZ7 200MM RT,standard,2020-03-09
11768.29,OMNIFIT CEM STEM SZ5 200MM LT,standard,2020-03-09
11777.5,REVERE SPINAL PEDICLE ACCESS,standard,2020-03-09
11855.2,STERNALOCK 360 MLT-IMP SYS,standard,2020-03-09
11900.0,SYS PACE DR 4.45X5.02X.75CM,standard,2020-03-09
11920.94,PACEMAKER 2CHMB IS-1 47X50X6MM,standard,2020-03-09
11953.2,PACEMAKER AZURE XT SR MRI,standard,2020-03-09
11970.0,AORT EXT STENT GRAFT 28X28X49,standard,2020-03-09
12040.0,NERVE GRAFT TISS IMP 1-2X70MM,standard,2020-03-09
12084.800000000001,MESH HERNIA RECT 20X30CM,standard,2020-03-09
12110.0,DECADE 2H XLIF SPNL PLATE SZ8,standard,2020-03-09
12149.2,XL SPINAL IMP 10DEG 10X18X50MM,standard,2020-03-09
12149.2,SPACER XLG THOR PEEK 6X16X30MM,standard,2020-03-09
12206.6,MESH PREPERITONEAL RECT20X30CM,standard,2020-03-09
12224.8,LEAD DEFIB TRU BIPOLAR DC 17CM,standard,2020-03-09
12256.933333333334,2800 AORTIC VALVE W/THFX 27MM,standard,2020-03-09
12320.0,ENDO LEG GRAFT 14.5MMX12CM,standard,2020-03-09
12320.0,HELIFX APPLIER + ENDOANCHOR,standard,2020-03-09
12320.0,ENDO GRAFT 20MMX9.5CM,standard,2020-03-09
12349.12,SPACER OPAL 10MMX28MMX10MM,standard,2020-03-09
12349.12,SPACER OPAL 10MMX28MMX11MM,standard,2020-03-09
12460.0,PRESTIGE CERVICAL DISC 7X14MM,standard,2020-03-09
12460.0,EDORA 8 SR-T PACEMAKER,standard,2020-03-09
12473.179215686274,OR IMPLANT,standard,2020-03-09
12530.0,ADVISA MRI SURESCAN PACEMAKER,standard,2020-03-09
12552.96,PLATE TI OCCIPITAL MED W 60MM,standard,2020-03-09
12600.0,ARCTIC CRYOABLATION CATH 28MM,standard,2020-03-09
12600.0,FIRMAP CARDIAC DIAG CATH 60MM,standard,2020-03-09
12600.0,IMP EXPND LORDC 15D 22X8MM,standard,2020-03-09
12740.0,XLG WD PEEK SPACER 8X22X45MM,standard,2020-03-09
12740.0,XLG WD PEEK SPACER 10X22X45MM,standard,2020-03-09
12740.0,XL WIDE PEEK SPACER 10X22X50MM,standard,2020-03-09
12740.0,SPACER LORDC PEEK 10D8X22X45MM,standard,2020-03-09
12740.0,SPACER LORDC PEEK 10D8X22X50MM,standard,2020-03-09
12740.0,10D LORDC PEEK SPACER 8X22X55,standard,2020-03-09
12796.0,ENDO GRAFT 16MMX9.5CM,standard,2020-03-09
12817.474999999999,ANAL SPHINCT CUFF 5.0CM,standard,2020-03-09
12868.8,ADVANCE MALE OBTURATOR SLING,standard,2020-03-09
12880.0,XLG WD PEEK SPACER 8X22X50MM,standard,2020-03-09
12880.0,ALLOGRAFT NERVE TISS 2-3X70MM,standard,2020-03-09
12880.0,DECADE 4H XLIF SPNL PLATE SZ8,standard,2020-03-09
12880.0,CONFIRM IMP CARDIAC MONITOR RX,standard,2020-03-09
12936.0,PLATE ANT LP LVL 1 TI 37MM,standard,2020-03-09
12936.0,PLATE ANT SP LVL 1 TI 39MM,standard,2020-03-09
12936.0,PLATE ANT SP LVL 1 TI 41MM,standard,2020-03-09
12936.0,PLATE ANT SP LVL 1 TI 43MM,standard,2020-03-09
13020.0,LIMB STENT GRAFT 16X16X93MM,standard,2020-03-09
13020.0,SYS PACE DR EL 4.45X5.88X.75CM,standard,2020-03-09
13056.4,SUPRA AORT EXT 28X28X75X95MM,standard,2020-03-09
13056.4,INFRA AORT EXT 25X25X95X95MM,standard,2020-03-09
17334.8,SEPTAL OCCLUDER 9MM,standard,2020-03-09
13160.0,CORE CAGE CORPCT 15X20MM,standard,2020-03-09
13202.0,EDORA 8 DRT-T PACEMAKER,standard,2020-03-09
13300.0,GRAFT CORNEA TISSUE DALK,standard,2020-03-09
13333.88,IMP FIX INTERBODY 18D MED 14MM,standard,2020-03-09
13363.5,CARDIAC MONITOR REVEAL LINQ,standard,2020-03-09
13370.0,CAGE SPNL XLIF XWD 8X26X50MM,standard,2020-03-09
13370.0,PACEMAKER AZURE XT DR MRI,standard,2020-03-09
13440.0,BI-LATERAL VSP BUNDLE CASE,standard,2020-03-09
13582.8,ENDOPROSTH STENT 8-10MMX6CM,standard,2020-03-09
13582.8,ENDOPROSTH STENT 8-10MMX7CM,standard,2020-03-09
13582.8,ENDOPROSTH STENT 8-10MMX8CM,standard,2020-03-09
13582.800000000001,ENDOPROSTH STENT 8-10MMX5CM,standard,2020-03-09
13675.2,COROENT IMP 10D 10X26X50MM,standard,2020-03-09
13675.48,COROENT IMP 10D 8X26X55MM,standard,2020-03-09
13717.2,TREATED MITRAL VALVE 27MM,standard,2020-03-09
13717.2,TREATED MITRAL VALVE 29MM,standard,2020-03-09
13790.0,LIMB STENT GRAFT 16X16X124MM,standard,2020-03-09
13850.62,OSTEOCOOL DUL RF PROBE KIT15X2,standard,2020-03-09
13933.64,PRESS FIT BOWED STEM 11X150MM,standard,2020-03-09
13994.4,GRAFT BONE INFUSE KIT,standard,2020-03-09
14112.0,CAGE SPNL TI 10DEG 10X26X55MM,standard,2020-03-09
14112.0,CAGE SPNL TI 10DEG 8X26X50MM,standard,2020-03-09
14560.0,TRIFECTA AORTIC VALVE 21MM,standard,2020-03-09
14560.0,TRIFECTA AORTIC VALVE 23MM,standard,2020-03-09
14565.152,STRYKER LEIBENGER CRN/SP IMP,standard,2020-03-09
14700.0,COFLEX INTERLAMINAR IMP SZ:8,standard,2020-03-09
14837.199999999999,3300 AORTIC VALVE W/THFX 19MM,standard,2020-03-09
14837.199999999999,3300 AORTIC VALVE W/THFX 23MM,standard,2020-03-09
14837.199999999999,3300 AORTIC VALVE W/THFX 25MM,standard,2020-03-09
14837.199999999999,3300 AORTIC VALVE W/THFX 27MM,standard,2020-03-09
14837.2,3300 AORTIC VALVE W/THFX 21MM,standard,2020-03-09
14980.0,IMP VEIN FEM W/O VALVE 21-29CM,standard,2020-03-09
1204.5,SET ACCESS INTRAHEPTC 10FX38.5,standard,2020-03-09
1612.8,SET CATH PTD BASKET 5FX65CM,standard,2020-03-09
15120.0,MITRAL BIOPROSTHES VALVE 29MM,standard,2020-03-09
15120.0,MITRAL BIOPROSTHES VALVE 33MM,standard,2020-03-09
15400.0,RISE SPNL SPACER 10X22X7-13MM,standard,2020-03-09
15400.0,RISE SPNL SPACER 10X26X7-14MM,standard,2020-03-09
15400.0,SPNL SPACER 10D 10X22X8-14MM,standard,2020-03-09
15400.0,SPNL SPACER 10D 10X26X8-15MM,standard,2020-03-09
15400.0,SPINL SPACER 15D 10X26X10-17MM,standard,2020-03-09
15400.0,DEVICE FUSN 6D LG 18X16X9MM,standard,2020-03-09
15400.0,DEVICE FUSN 6D SM 14X12X6MM,standard,2020-03-09
15435.602173913043,ACROMED CRANIAL/SPINE IMPLANT,standard,2020-03-09
15442.0,WINGSPAN STENT,standard,2020-03-09
15526.0,SPACER INTERBODY LORDC 23X8X10,standard,2020-03-09
15526.0,SPACER SPNL ELEVAT X-LOR28X8MM,standard,2020-03-09
15526.0,INTERBODY SPACER 23X10X7MM,standard,2020-03-09
15593.199999999999,GRAFT BONE INFUSE KIT,standard,2020-03-09
15709.4,AMS800 UCS CONTROL PUMP,standard,2020-03-09
80.5,SHRT BLDLES OPTICAL TROCAR 5MM,standard,2020-03-09
15724.8,ALLOMAX DERM GRAFT 12X20CM,standard,2020-03-09
15831.28,SPECTRA PENILE CYL 12MMX20CM,standard,2020-03-09
15836.8,ANAL SPHINCT CUFF 4.5CM,standard,2020-03-09
16058.0,TI MEDIAL OCCIPIT PLATE 50MM,standard,2020-03-09
16100.0,PERIGON STUDY DEVICE 23MM,standard,2020-03-09
16128.0,LIMB STENT GRAFT 16X16X156MM,standard,2020-03-09
16240.0,LINX SURG SYS 1.5T 13 BEAD,standard,2020-03-09
16240.0,LINX SURG SYS 1.5T 14 BEAD,standard,2020-03-09
16240.0,LINX SURG SYS 1.5T 15 BEAD,standard,2020-03-09
16240.0,LINX SURG SYS 1.5T 16 BEAD,standard,2020-03-09
16240.0,LINX SURG SYS 1.5T 17 BEAD,standard,2020-03-09
16352.28,700MS LGX PENILE CYL 18CM,standard,2020-03-09
16506.0,CRT-P PMKR GENERATOR IS1 55MM,standard,2020-03-09
16660.0,CORE DECOMPRESS PROC KIT 5CC,standard,2020-03-09
16660.0,SPINE SPACER 10D 26X12X8-15MM,standard,2020-03-09
16660.0,RISE SPNL SPACER 10X22X11-17MM,standard,2020-03-09
16660.0,SPINL SPACER 10D 10X30X8-15MM,standard,2020-03-09
16707.26,MS CX PENILE IMPLANT 18CM,standard,2020-03-09
16786.0,GRAFT BONE PRO-DENSE 20CC,standard,2020-03-09
16800.0,STENT GRAFT CLSD 44X40X150CM,standard,2020-03-09
16800.0,CLSD STENT GRAFT 36X36X150CM,standard,2020-03-09
16800.0,STENT GRAFT PROX 38X38X100MM,standard,2020-03-09
16800.0,PERIGON STUDY DEVICE 21MM,standard,2020-03-09
16880.42,STD RIGHT DIST FEM KNEE 65MM,standard,2020-03-09
17023.125,ELECTROCAUTERY-ENHANCD 10X10MM,standard,2020-03-09
17023.125,ELECTROCAUTERY-ENHANCD 15X10MM,standard,2020-03-09
17026.72,NEUROVASC STENT SYS 4.0X20MM,standard,2020-03-09
17150.0,BOSTON KERATOPROTHESIS,standard,2020-03-09
17195.5,COVR EDGE32 SURG LEAD KIT 70CM,standard,2020-03-09
17195.5,WD-SPC SURG NEURO LEAD 70CM,standard,2020-03-09
17195.5,COVR SURG LEAD WD-SPC 50CM,standard,2020-03-09
17195.5,COVEREDGE32 NEURO LEAD 50CM,standard,2020-03-09
17332.0,ENDOPROSTHES STENT 6FX6MMX25CM,standard,2020-03-09
29.75,SIDEPORT ANG OPTH KNIFE 1.0MM,standard,2020-03-09
47.04,SILICONE NASAL SEPTAL SPLINT,standard,2020-03-09
11480.0,SPCNG DEPTH LEAD 10MMX15CM,standard,2020-03-09
38.470000000000006,SS PTFE GUIDEWIRE .035X145CM,standard,2020-03-09
34.660000000000004,SS PTFE GUIDEWIRE .038X145CM,standard,2020-03-09
72.80000000000001,ST PTFE GUIDEWIRE .035X75CM,standard,2020-03-09
90.7,STD BLDLES OPTICAL TROCAR 11MM,standard,2020-03-09
95.07,STD BLDLES OPTICAL TROCAR 12MM,standard,2020-03-09
113.82734149243583,STD BLDLES OPTICAL TROCAR 5MM,standard,2020-03-09
36.75,STD OPTH KNIFE 15DEG 1.52MM,standard,2020-03-09
17334.8,CRIBRIFORM FENES OCCLUDER 25MM,standard,2020-03-09
17334.8,CRIBRIFORM FENES OCCLUDER 35MM,standard,2020-03-09
17334.8,CRIBRIFORM FENES OCCLUDER 30MM,standard,2020-03-09
17348.8,ENDOPROSTHES STENT 6FX5MMX25CM,standard,2020-03-09
17360.0,INTRALUM SUPP DEVICE 4.5X16MM,standard,2020-03-09
17360.0,INTRALUM SUPP DEVICE 4.5X23MM,standard,2020-03-09
17360.0,INTRALUM SUPP DEVICE 4.5X34MM,standard,2020-03-09
17360.0,SPACER SPNL 10D SM 12MM,standard,2020-03-09
17360.0,SPACER SPNL 10D SM 13.5MM,standard,2020-03-09
17360.0,SPACER SPNL 10D SM DEEP 12MM,standard,2020-03-09
17360.0,SPACER SPNL 14D SM DEEP 12MM,standard,2020-03-09
17360.0,SPACER SPNL 14D SM DEEP 13.5MM,standard,2020-03-09
17360.0,SPACER SPNL 10D MED 12MM,standard,2020-03-09
17360.0,SPACER SPNL 14D MED 13.5MM,standard,2020-03-09
17360.0,SPACER SPNL 14D MED DEEP13.5MM,standard,2020-03-09
17360.0,DEV INTRBDY ANT 12D 32X21X8MM,standard,2020-03-09
17360.0,DEV INTRBDY ANT 12D 32X21X12MM,standard,2020-03-09
17360.0,DEV INTRBDY ANT 6D 36X24X12MM,standard,2020-03-09
17360.0,DEV INTRBDY ANT 12D 36X24X10MM,standard,2020-03-09
17600.8,THICK ACELLULAR DERMIS 12X20CM,standard,2020-03-09
17978.8,FLEXMORE SGL PIN VNS LEAD 3MM,standard,2020-03-09
17978.800000000003,FLEXMORE SGL PIN VNS LEAD 2MM,standard,2020-03-09
18087.69,BILAYER MATRIX WOUND DSG 10X4,standard,2020-03-09
18186.0,REVASC DEVICE 2-4X20X31MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 22X82MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 24X96MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 26X96MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 26X111MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 28X96MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 30X82MM,standard,2020-03-09
18200.0,BIFUR ENDO BODY GRAFT 30X111MM,standard,2020-03-09
18200.0,ASCENDNG AORTIC PROSTH 23MM,standard,2020-03-09
18200.0,PROSTH AORTIC ASCENDING 25MM,standard,2020-03-09
18200.0,RECT PHASIX MESH 8X10IN,standard,2020-03-09
18200.0,PENTA NEUROSTIM LEAD 3MMX60CM,standard,2020-03-09
18200.0,LUMBAR CAGE 6D 23X8X9MM,standard,2020-03-09
18200.0,CAGE LUMBAR POST 6D 23X9X9MM,standard,2020-03-09
18200.0,INTRALUM SUPP DEVICE 4X17MM,standard,2020-03-09
18200.0,INTRALUM SUPP DEVICE 4X22MM,standard,2020-03-09
18398.8,SCROTAL CYL W/PUMP 0D 18CM,standard,2020-03-09
18398.8,SCROTAL CYL W/PUMP 0D 16CM,standard,2020-03-09
9506.0,STEALTH 360 PTA CATH 1.5X15MM,standard,2020-03-09
826.0,STITCHKIT PTFE SUTURE DELIVERY,standard,2020-03-09
18627.84,XENMATRIX RECT GRAFT 15X20CM,standard,2020-03-09
18705.51,700MS PENILE IMPL W/PUMP 21CM,standard,2020-03-09
18774.0,SPECIFY SRSCN MRI 565 LEAD KIT,standard,2020-03-09
18774.0,SPECIFY SRSCN MRI 2X8 LEAD KIT,standard,2020-03-09
19040.0,MOBI-C STD IMPL H5 13X15MM,standard,2020-03-09
19040.0,INTRALUM SUPP DEVICE 2.5X17MM,standard,2020-03-09
19040.0,INTRALUM SUPP DEVICE 2.5X23MM,standard,2020-03-09
19040.0,INTRALUM SUPP DEVICE 2.5X34MM,standard,2020-03-09
19040.0,INTRALUM SUPP DEVICE 3.5X18MM,standard,2020-03-09
19040.0,INTRALUM SUPP DEVICE 3.5X23MM,standard,2020-03-09
19040.0,INTRALUM SUPP DEVICE 3.5X28MM,standard,2020-03-09
19040.0,PACEMAKER X4 CRT-P U128,standard,2020-03-09
19040.0,VALITUDE CRT-P IS1 PACEMAKER,standard,2020-03-09
19086.666666666668,STD MOBI-C H5 IMP 15X17MM,standard,2020-03-09
19222.0,TRIPOLE 16 LAMITRODE LEAD 60CM,standard,2020-03-09
19250.0,VAD POCKET CONTROLLER,standard,2020-03-09
19250.0,HEARTMATE-III VAD SYS CONTRLR,standard,2020-03-09
19404.0,TREVO XP PROVUE RETRIEVER 6X25,standard,2020-03-09
19460.0,VEIN W/O VALVE IMP 30 OR MORE,standard,2020-03-09
19551.0,2PART RETRIEVAL SYS KIT 3X20MM,standard,2020-03-09
19551.0,2PART RETRIEVAL SYS KIT 4X20MM,standard,2020-03-09
19551.0,PROVUE MIC CATH RETRIEVER 4X30,standard,2020-03-09
19595.52,COLL DERM SURG GRAFT 16X20CM,standard,2020-03-09
19600.0,MED SUTURELESS AORTIC VALVE,standard,2020-03-09
19600.0,SPACER ORTHO 15DEG MED 15MM,standard,2020-03-09
19600.0,VALVE TISS AORTIC RESILIA 21MM,standard,2020-03-09
19600.0,VALVE TISS AORTIC RESILIA 23MM,standard,2020-03-09
19600.0,VALVE TISS AORTIC RESILIA 25MM,standard,2020-03-09
19600.0,VALVE TISS AORTIC RESILIA 27MM,standard,2020-03-09
19745.6,SCROTAL CYL W/PUMP 0D 22CM,standard,2020-03-09
19745.6,SCROTAL CYL W/PUMP 0D 20CM,standard,2020-03-09
19925.3636,VARIOUS-CRANIAL/SPINE IMPLANTS,standard,2020-03-09
20160.0,NEUROREGULATOR RECHARGEABLE,standard,2020-03-09
20216.0,STD MOBI-C H5 IMP 15X15MM,standard,2020-03-09
20276.646571428573,SYNTHES CRANIAL/SPINE IMPLANT,standard,2020-03-09
20343.96,BILAYER WOUND MATRIX 8X10IN,standard,2020-03-09
20529.6,CONTOUR LG TISS MTRX 15X20CM,standard,2020-03-09
20554.8,CRT-P MP RF PACEMAKER W/CELL,standard,2020-03-09
20870.08,SM LEFT DIST FEM KNEE 65MM,standard,2020-03-09
22400.0,GRAFT ART PULM UNIV,standard,2020-03-09
22400.0,BEAMPATH FIBER 1.21MMX150CM,standard,2020-03-09
22400.0,EDORA PROMRI HF-TCLS PACEMAKER,standard,2020-03-09
23786.0,ENDO GRAFT 22F 34X20X182MM,standard,2020-03-09
23786.0,THOR ABD SD BRNCH ENDO GRAFT,standard,2020-03-09
23786.0,T-BRNCH ENDO GRAFT 34X18X202MM,standard,2020-03-09
24360.0,GEN NEUROSTIM ENTERRA II,standard,2020-03-09
24461.11111111111,PUMP BLOOD CENTRIMAG KIT,standard,2020-03-09
24500.0,AAA FEN ENDO GRAFT 2X34X122MM,standard,2020-03-09
24500.0,AAA FEN ENDO GRAFT 2X26X109MM,standard,2020-03-09
24500.0,AAA FEN ENDO GRAFT 2X24X94MM,standard,2020-03-09
24640.0,IMP NEURO IPG 5.55X4.95X1.34CM,standard,2020-03-09
24963.12,IMP PENILE PUMP CX 12MMX24CM,standard,2020-03-09
24963.12,700MS PENILE IMPL W/PUMP 24CM,standard,2020-03-09
25130.0,BIFUR STENT GRAFT 14X32X103MM,standard,2020-03-09
25200.0,VALVE AORTIC 7-30MMX3.0CM,standard,2020-03-09
26754.0,CUSTOMIZED RECON PLATE,standard,2020-03-09
26768.0,OCTA NEUROSTIMULATOR 28CC,standard,2020-03-09
26768.0,ACTIVA SC NEUROSTIMULATOR,standard,2020-03-09
