UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 7/1/2019,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
SUPPORTER BRA ,EACH,MarkUp
SUPPORTER JAW ,EACH,MarkUp
SUPRASCAPULAR NERVE BLOCK ,EACH,2065
SURECAN HUBER 20GA X .75 ,EACH,50.00
SURECAN HUBER 20GA X1.00 ,EACH,50
SURG.SHEATH ,EACH,50
SURGERY CONSULT ,EACH,121.00
SURGERY HAND/FNGR ,EACH,695
SURGICAL SHOE-EACH ,EACH,70
SURGICAL SHOE-EACH ,EACH,90.00
SURGICEL 4X8 ,EACH,204
SURGICEL SNOW ,EACH,388
SURGIFOAM ,EACH,MarkUp
SURPASS EMBO SYS IDE#G110229 ,EACH,MarkUp
SUSCEPTIBILITY -  KB ,EACH,47.00
SUSCEPTIBILITY - MIC ,EACH,59
SUTURE ANCHOR SET ,EACH,345.00
SUTURE SURGICAL ,EACH,MarkUp
SVG&IMA ANGIO+S&I(SUB)CONG.HT ,EACH,5020
SWALLOW FUNCTION W/VIDEO ,EACH,460
SWANGANZ PACING CATH ,EACH,184.00
SWEAT CHLORIDE TEST ,EACH,180.00
SYMFONY INTRAOCULAR LENS ,EACH,"2,010.00"
SYNDROME MOPATH LEVEL 5 ,EACH,411.00
SYNTHETIC BONE FLAP ,EACH,"2,785.00"
SYNTHETIC SENTENCE TEST ,EACH,135
SYRINGE CADENCE ,EACH,305
SYRINGE DILATION ,EACH,MarkUp
SYRINGE- QUICK FILL DUPLOJECT ,EACH,70.00
SYS DELIVERY CEMENT 13.5G ,EACH,158
SYS THORACIC STENT GRAFT IDE# G130027 ,EACH,MarkUp
SYS URETEROSCOPE ,EACH,MarkUp
SYSTEM ARTHROSCOPIC ,EACH,MarkUp
SYSTEM BLOOD WARMING ,EACH,MarkUp
SYSTEM BONE CEMENT ,EACH,MarkUp
SYSTEM CABLE ,EACH,MarkUp
SYSTEM CATHETER ASEPT ,EACH,"1,484.00"
SYSTEM DELIVERY LV ,EACH,928.00
SYSTEM DRAINAGE ,EACH,MarkUp
SYSTEM EMBOLIC IDE#G110111 ,EACH,MarkUp
SYSTEM EMBOLIC IDE#G130003 ,EACH,MarkUp
SYSTEM EMBOLIC PROTECTION ,EACH,MarkUp
SYSTEM EMBOLIZATION PROTECT SYS ,EACH,"4,050.00"
SYSTEM FECAL MANAGEMENT ,EACH,MarkUp
SYSTEM IMPLANT MPFL ,EACH,3680
SYSTEM MANDIBLE ,EACH,MarkUp
SYSTEM MITRACLIP ,EACH,MarkUp
SYSTEM NASAL RETAINING ,EACH,MarkUp
SYSTEM SCLERODRM IMMUNOASSAY NONINFECT AB AG ,EACH,71
SYSTEM THORACENTESIS ,EACH,40
SYSTEM TRANSFEMORAL ,EACH,"84,945.00"
SYSTEMIC SCLERODERMA AB ANA TITER ,EACH,69
SYSTEMIC SCLERODERMA AB ANTI ENA ,EACH,111
SYVEK 4 PACER PATCH ,EACH,704
T CELL CLONAL DNA PCR ,EACH,542.00
T CELLS - TOTAL COUNTS ,EACH,256.00
T PALLIDUM AB BY IFA ,EACH,41
T PALLIDUM PARTICLE AGGLUTIN ,EACH,90
T PALLIDUM PARTICLE AGGLUTIN ,EACH,33.00
T.PALLIDUM AB IGG CSF ,EACH,58
T3 TOTAL ,EACH,96
T3 UPTAKE ,EACH,44
T4 ,EACH,17.00
TACROLIMUS (FK506) QUANT ,EACH,93
TACROLIMUS 0.03 % EX OINT [29442],1  x 30 g Tube,918.9
TACROLIMUS 0.03 % EX OINT [29442],1  x 60 g Tube,1837.8
TACROLIMUS 0.1 % EX OINT [29443],1  x 30 g Tube,918.9
TACROLIMUS 0.5 MG PO CAPS [24914],1 each,19.4
TACROLIMUS 0.5 MG PO CP24 [152377],1 each,15.3
TACROLIMUS 0.75 MG PO TB24 [163896],1 each,24
TACROLIMUS 1 MG PO CAPS [12933],1 each,38.8
TACROLIMUS 1 MG PO CP24 [152378],1 each,17.00
TACROLIMUS 1 MG PO TB24 [163897],1 each,32.00
TACROLIMUS 4 MG PO TB24 [163898],1 each,108.10
TACROLIMUS 5 MG PO CAPS [12934],1 each,149.00
TACROLIMUS 5 MG PO CP24 [152379],1 each,123.50
TACROLIMUS 5 MG/ML IV SOLN [12935],1 mL,860.7
TACROLIMUS 5 MG/ML IV SOLN [12935],1  x 1 mL Ampule,860.7
TACROLIMUS PO LIQD 0.5 MG/ML [402154],1000 mL,1362.8
TACROLIMUS PO LIQD 0.5 MG/ML FOR ADULT LIVER TRANSPLANT [408326],1000 mL,1362.8
TADALAFIL (PAH) 20 MG PO TABS [100055],1 each,240.5
TADALAFIL 5 MG PO TABS [37400],1 each,41.1
TALC 4 G PL AERP [32569],1  x 30 g Can,452.9
TALC 4 G PL POWD [177750],1 each,594.4
TALC 4 G PL POWD [177750],1 each,594.40
TALIMOGENE LAHERPAREPVEC 10**6 PFU/ML INJ CUSTOM UF [405486],1  x 1 mL Vial,222.10
TALIMOGENE LAHERPAREPVEC 10**8 PFU/ML INJ CUSTOM UF [405487],1  x 1 mL Vial,"19,415.20"
TAMOXIFEN CITRATE 10 MG PO TABS [7711],1 each,3.00
TAMOXIFEN CITRATE 5 MG PO TAB (INPATIENT) [402247],1 each,3.00
TAMSULOSIN HCL 0.4 MG PO CAPS [103024],1 each,12.70
TAMSULOSIN HCL 0.4 MG PO CAPS [103024],1 each,3
TAP SURGICAL ,EACH,MarkUp
TAVR PERC FEM ART APP ,EACH,24895
TB AB QUANTIFERON GOLD ,EACH,80.00
TBI MRI BRAIN DTI ,EACH,60
TC-99M CARDIOLITE ,EACH,252
TC-99M DMSA ,EACH,336
TC-99M DTPA ,EACH,57
TC-99M HIDA COMPOUND ,EACH,210
TC-99M HIDA COMPOUND ,EACH,210
TC-99M MAA ,EACH,57
TC-99M MAA ,EACH,57
TC-99M MAG3-RENAL ,EACH,1590
TC-99M MYOVIEW ,EACH,168
TC-99M NEUROLITE ,EACH,1824
TC-99M PERTECHNETATE ,EACH,8
TC-99M PERTECHNETATE ,EACH,8
TC-99M PHOSPHATE ,EACH,37
TC-99M PHOSPHATE ,EACH,37.00
TC-99M PYP ,EACH,91
TC-99M PYP ,EACH,91
TC-99M RBC ULTRA TAG KIT ,EACH,323
TC-99M SULFUR COLLOID (IV) ,EACH,168
TC-99M SULFUR COLLOID (IV) ,EACH,168
TCAT PLMT STENT CTR DIALYSIS SEG W/IMG S&I ,EACH,7940
T-CELL DEPLETION OF HARVEST ,EACH,28800
TEARAWAY INTRODUCER ,EACH,158
TEE W/O ANESTHESIA ,EACH,2540
TELAVANCIN HCL 750 MG IV SOLR [101309],750 mg,1774.9
TELE THX ISODOSE PLAN CMPLX ,EACH,1150
TELE THX ISODOSE PLAN SIMPLE ,EACH,680
TELEMETRY-PER DAY ,EACH,120
TELEPHONIC ANAL DUAL CHAMB ,EACH,125.00
TELEPHONIC ANAL-SINGLE CHAMB ,EACH,125.00
TELESCOPE CATHETER ,EACH,490
TELESCOPIC INTRAOCULAR LENS ,EACH,MarkUp
TELITHROMYCIN 400 MG PO TABS [38317],1 each,58.6
TELMISARTAN 20 MG PO TABS [29176],1 each,24.00
TELMISARTAN 40 MG PO TABS [24335],1 each,24.00
TELMISARTAN 80 MG PO TABS [24336],1 each,24.00
TELOMERE LENGTH TESTING ,EACH,840
TEMAZEPAM 15 MG PO CAPS [7753],1 each,3.00
TEMAZEPAM 7.5 MG PO CAPS [11500],1 each,106.30
TEMNO NEEDLES ,EACH,120
TEMOZOLOMIDE 10 MG/ML PO LIQD BCN UF [402956],50 mL,"3,349.00"
TEMOZOLOMIDE 100 MG IV SOLR [94929],100 mg,"4,084.80"
TEMOZOLOMIDE 100 MG PO CAPS [25894],1 each,"1,870.70"
TEMOZOLOMIDE 20 MG PO CAPS [25893],1 each,396.70
TEMOZOLOMIDE 250 MG PO CAPS [25895],1 each,"2,071.60"
TEMOZOLOMIDE 5 MG PO CAPS [25892],1 each,120.4
TEMP TRANSCUTANEOUS PACING ,EACH,"1,750.00"
TEMPLATE BENDING ,EACH,MarkUp
TEMPLATE PLATING ,EACH,MarkUp
TEMPLATE PLATING ,EACH,MarkUp
TEMPLATE ROD ,EACH,MarkUp
TEMPORARY LEAD ,EACH,153
TEMSIROLIMUS 25 MG/ML IV SOLN [82228],1 mL,"7,184.50"
TEMSIROLIMUS 25 MG/ML IV SOLN [82228],1  x 1 mL Vial,"7,184.50"
TENECTEPLASE 50 MG IV KIT [28530],10 mL,"23,733.60"
TENECTEPLASE 50 MG IV KIT [28530],1 each,"23,733.60"
TENIPOSIDE 10 MG/ML IV SOLN [11501],5 mL,"10,121.90"
TENOFOVIR ALAFENAMIDE FUMARATE 25 MG PO TABS [171150],1 each,128.00
TENOFOVIR DISOPROXIL FUMARATE 300 MG PO TABS [31684],1 each,136.90
TENOFOVIR DISOPROXIL FUMARATE 40 MG/GM PO POWD [128103],60 g,"2,238.20"
TENOGLIDE TENDON PROT PER SQ CM ,EACH,MarkUp
TENS ,EACH,60.00
TERBINAFINE HCL 1 % EX CREA [27023],1  x 30 g Tube,36.10
TERBINAFINE HCL 250 MG PO TABS [12724],1 each,40.20
TERBUTALINE SULFATE 1 MG/ML IJ SOLN [11507],1 mL,26.00
TERBUTALINE SULFATE 1 MG/ML IJ SOLN [11507],1  x 1 mL Vial,26
TERBUTALINE SULFATE 1 MG/ML IJ SOLN [11507],1  x 1 mL Vial,26
TERBUTALINE SULFATE 2.5 MG PO TABS [11508],1 each,16.40
TERBUTALINE SULFATE 5 MG PO TABS [11509],1 each,20.00
TERIPARATIDE (RECOMBINANT) 600 MCG/2.4ML SC SOLN [103397],1  x 2.4 mL Pen,"13,352.00"
TEST SUPPLY ,EACH,133
TESTOSTERONE ,EACH,175.00
TESTOSTERONE 2 MG/24HR TD PT24 [127320],1 each,33.80
TESTOSTERONE 50 MG/5GM (1%) TD GEL [144300],1  x 5 g Box,76.90
TESTOSTERONE CYPIONATE 200 MG/ML IM SOLN [7784],1 mL,109.10
TESTOSTERONE CYPIONATE 200 MG/ML IM SOLN [7784],1  x 1 mL Vial,109.1
TESTOSTERONE FEMALE-FREE ,EACH,70
TESTOSTERONE FEMALE-TOTAL ,EACH,70.00
TESTOSTERONE TOTAL ,EACH,175.00
TESTOSTERONE TOTAL FEM/CHILD ,EACH,54.00
TETANUS AB IGG ,EACH,35
TETANUS IMMUNE GLOBULIN 250 UNIT/ML IM INJ [7789],1 each,2042.3
TETANUS-DIPHTH-ACELL PERTUSSIS 5-2.5-18.5 LF-MCG/0.5 IM SUSP [41293],1  x .5 mL Syringe,188.7
TETANUS-DIPHTH-ACELL PERTUSSIS 5-2.5-18.5 LF-MCG/0.5 IM SUSP [41293],1  x .5 mL Syringe,188.7
TETANUS-DIPHTH-ACELL PERTUSSIS 5-2-15.5 LF-MCG/0.5 IM SUSP [41628],1  x .5 mL Vial,205.6
TETANUS-DIPHTH-ACELL PERTUSSIS 5-2-15.5 LF-MCG/0.5 IM SUSP [41628],1  x .5 mL Syringe,205.6
TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP [37504],1  x .5 mL Vial,98.70
TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP [37504],1  x .5 mL Vial,98.70
TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP [37504],1  x .5 mL Vial,125.00
TETANUS-DIPHTHERIA TOXOIDS TD 5-2 LFU IM INJ [11515],1  x .5 mL Syringe,160.2
TETRABENAZINE 12.5 MG PO TABS [93994],1 each,227.00
TETRACAINE HCL 0.5 % OP SOLN [7795],1  x 15 mL Bottle,57.00
TETRACAINE HCL 0.5 % OP SOLN [7795],1  x 4 mL Plas Cont,66.30
TETRACAINE HCL 0.5 % OP SOLN [7795],1  x 5 mL Bottle,129.90
TETRACAINE HCL 0.5 % OP SOLN HYPERVISCOUS [402896],1  x 5 mL Bottle,129.90
TETRACAINE HCL 0.5 % OP SOLN VISCOUS [402718],1 each,53.8
TETRACAINE HCL 1 % IJ SOLN [11517],1  x 2 mL Ampule,180.6
TETRACYCLINE HCL 250 MG PO CAPS [7796],1 each,23.7
TETRACYCLINE HCL 500 MG PO CAPS [7797],1 each,47.3
TETRIS COIL LG ,EACH,3203
TETRIS COIL MD ,EACH,3203
THAL QUICK CHEST TUBE KIT ,EACH,340
THAW PREV. FROZEN HPCS WITHOUT WASHING ,EACH,1365
THAW PREV. FROZEN HPCS WITHOUT WASHING ,EACH,1365
THAWING PROCESS ,EACH,767
THC METAB QUANT SERUM REFLX ,EACH,143.00
THEOPHYLLINE ,EACH,96
THEOPHYLLINE 80 MG/15ML PO SOLN [7821],473 mL,334.9
THEOPHYLLINE ER 100 MG PO CP24 [27418],1 each,7.2
THEOPHYLLINE ER 100 MG PO TB12 [13668],1 each,3
THEOPHYLLINE ER 150 MG PO TB12 (INPATIENT) [402248],1 each,3
THEOPHYLLINE ER 200 MG PO CP24 [27419],1 each,10.7
THEOPHYLLINE ER 200 MG PO TB12 [12097],1 each,3
THEOPHYLLINE ER 300 MG PO TB12 [12098],1 each,3
THEOPHYLLINE ER 300 MG PO TB12 [12098],1 each,12.9
THEOPHYLLINE ER 400 MG PO TB24 [36973],1 each,4.1
THEOPHYLLINE ER 50 MG PO TB12 (INPATIENT) [402249],1 each,3
THEOPHYLLINE ER 600 MG PO TB24 [36974],1 each,5.9
THEOPHYLLINE IN D5W 0.8-5 MG/ML-% IV SOLN [14926],1  x 500 mL Flex Cont,21.6
THEOPHYLLINE PEDIATRIC INTERMITTENT IV [402808],500 mL,21.60
THEOPHYLLINE PO LIQD 5 MG/ML [402155],480 mL,4.40
THER ACTIVITIES/DYN/FUNC 15MIN ,EACH,140
THER APHERESIS PLASMA ,EACH,7410
THER I131 HYPERTHYROID 10-20MC ,EACH,790
THER I131 HYPERTHYROID 111-200 ,EACH,790
THER I131 HYPERTHYROID 20-30MC ,EACH,790
THER PROC/THEREX 15 MIN ,EACH,125
THER PROC/THEREX 15 MIN ,EACH,125
THER PROC/THEREX 15MIN ,EACH,125
THER PROC/THEREX 15MIN ,EACH,125.00
THER PROC/THEREX 15MIN ,EACH,125
THER PROC/THEREX 15MIN ,EACH,125.00
THER.I131 HYPERTHYROID 50-110M ,EACH,790
THERA ACTIVITY/DYN/FUNC 15 MIN ,EACH,140
THERA ACTIVITY/DYN/FUNC 15 MIN ,EACH,140
THERAP PHLEB ,EACH,355.00
THERAPEUTIC PHLEBOTOMY ,EACH,355
THERAPEUTIC PORT IMAGE(S) ,EACH,240
THERAPY EVALUATION ,EACH,265.00
THERAPY VEST SUBSEQUENT ,EACH,150
THERM (NAV) B CURVE ABL ,EACH,6665
THERM (NAV) C CURVE ABL ,EACH,6665
THERM (NAV) D CURVE ABL ,EACH,6665
THERM (NAV) D-F THERMCPLE ABL ,EACH,7170
THERM (NAV) F CURVE ABL ,EACH,6665
THERM (NAV) F-J THERMOCPLE ABL ,EACH,7170
THERM B CURVE THERMOCPLE ABL ,EACH,3335
THERM D CURVE THERMOCPLE ABL ,EACH,"3,335.00"
THERM D-F CRVE EZ STEER BIDIR ,EACH,7170
THERM F CURVE THERMOCPLE ABL ,EACH,3335
THERM F-J CURVE EZ STEER BIDIR ,EACH,7170
THERM J CURVE THERMOCPLE ABL ,EACH,3335
THERMOCOOL CATHETER ,EACH,8720
THERMOPLASTY BRONCH  1 LOBE ,EACH,12225
THIAMINE 100 MG PO TAB CUSTOM UF [405698],1 each,3.00
THIAMINE 100 MG PO TAB CUSTOM UF [405698],1 each,3
THIAMINE HCL 100 MG/ML IJ SOLN [7876],2 mL,67.2
THIAMINE HCL 100 MG/ML IJ SOLN [7876],1  x 2 mL Vial,67.2
THIAMINE HCL 100 MG/ML IJ SOLN CUSTOM HCPCS [403775],1  x 2 mL Vial,57.7
THIAMINE HCL 100 MG/ML IV SYRINGE [401592],1 mL,33.6
THIAMINE HCL 50 MG PO TABS [7879],1 each,3
THIAMINE HCL 50 MG PO TABS [7879],1 each,3.00
THIOGUANINE 20 MG PO TAB (INPATIENT) [402251],1 each,35.10
THIOGUANINE 40 MG PO TABS [7886],1 each,91.00
THIOGUANINE PO LIQD 20 MG/ML UF BCN [402156],30 mL,1052
THIOPURINE DRUG METABOLITES ,EACH,400
THIOPURINE METHYTRANSFERASE RBC ,EACH,285.00
THIORIDAZINE HCL 10 MG PO TABS [7894],1 each,3
THIORIDAZINE HCL 100 MG PO TABS [7895],1 each,3.3
THIORIDAZINE HCL 25 MG PO TABS [7899],1 each,3
THIOTEPA 100 MG IJ SOLR CUSTOM UF [404948],1 each,24292.2
THIOTEPA 15 MG IJ SOLR [7901],1 each,3061.2
THIOTEPA 15 MG IJ SOLR [7901],15 mg,3061.2
THIOTHIXENE ,EACH,257
THIOTHIXENE 10 MG PO CAPS [7903],1 each,10.10
THIOTHIXENE 2 MG PO CAPS [7904],1 each,7.20
THIOTHIXENE 5 MG PO CAPS [7906],1 each,10.90
THOMBOLYLIC INFUSION - IV ,EACH,705
THOMBOLYSIS ADDL DAY W/S&I ,EACH,10720
THORACENTESIS ,EACH,"1,770.00"
THORACENTESIS W/IMAGING ,EACH,2505
THORACENTESIS W/O IMAGE GUIDE ,EACH,1770
THORACENTESIS W/O IMAGING ,EACH,1770
THORACENTESIS WITH IMAGING ,EACH,"2,505.00"
THORACIC OUTLET EXAM ,EACH,475
THORACIC SPINE 3 V ,EACH,460
THORACOLUMBAR SPINE 2V ,EACH,265.00
THORACOSC W/ PULM DECORT-PART ,EACH,"13,090.00"
THORACOSCOPY INFIL W/ BIOPSY ,EACH,"12,015.00"
THORACOSCOPY LUNGS/PLEURAL W/O BX ,EACH,12015
THORACOSCOPY MASS W/ BIOPSY ,EACH,"12,015.00"
THORACOSCOPY MED W/ BIOPSY ,EACH,12015
THORACOSCOPY PER W/ BIOPSY ,EACH,12015
THORACOSCOPY PLEURA W/ BIOPSY ,EACH,"12,015.00"
THORACOSCOPY W/ PLEURODESIS ,EACH,"13,090.00"
THORACOSCOPY W/BX PLEURA ,EACH,12015
THORACOTOMY W/CARDIAC MASS ,EACH,4580
THROAT SURGERY PROCEDURE ,EACH,590.00
THROMBECT &/OR INF FOR THROMBOLYSIS INTRACRANIAL PERQ ART ,EACH,70045
THROMBECT ART SECOND W/INJ ADD-ON ,EACH,"10,505.00"
THROMBECT PERC TRANSLUM/INF DIAL CRCUIT ,EACH,"19,575.00"
THROMBECT PERC TRANSLUM/INF W/ANGIOPLASTY ,EACH,"34,920.00"
THROMBECTOMY ART PRIM ADD-ON ,EACH,"8,750.00"
THROMBECTOMY ART PRIM W/INJ INIT ,EACH,"14,480.00"
THROMBECTOMY ARTERIAL ADDL ,EACH,"8,750.00"
THROMBECTOMY VENOUS INIT W/INJ ,EACH,"14,480.00"
THROMBECTOMY VENOUS REPEAT W/INJ ,EACH,"9,420.00"
THROMBIN (RECOMBINANT) 20000 UNITS EX SOLR [92087],1 each,"1,419.40"
THROMBIN (RECOMBINANT) 5000 UNITS EX SOLR [89570],1 each,376.00
THROMBIN 20000 UNITS EX KIT [11544],1 each,"1,230.10"
THROMBIN 20000 UNITS EX SOLR [11547],1 each,"1,172.90"
THROMBIN 5000 UNITS EX KIT [87798],1 each,339.10
THROMBIN 5000 UNITS EX KIT [87798],1 each,324.3
THROMBIN 5000 UNITS EX SOLR [11548],1 each,318.5
THROMBIN TIME ,EACH,39
THROMBO DEVICE ,EACH,"1,835.00"
THROMBOLYSIS ADDL DAY W/S&I ,EACH,10720
THROMBOLYSIS ART-1ST W/S&I ,EACH,16645
THROMBOLYSIS CEREBRAL IV INF ,EACH,750
THROMBOLYSIS CESSETION W/S&I ,EACH,10720
THROMBOLYSIS COR-BY IC INFUSN ,EACH,3875
THROMBOLYSIS VEN-1ST W/S&I ,EACH,5325
THROMBOLYTIC ART THERAPY ,EACH,16645
THROMBOLYTIC VENOUS THERAPY ,EACH,5325
THRPY NEG PRESS WOUND <= 50 SQCM W/DME ,EACH,460.00
THYROGLOBULIN ,EACH,109.00
THYROGLOBULIN ,EACH,48.00
THYROGLOBULIN ,EACH,48
THYROGLOBULIN FINE NEEDLE ,EACH,59
THYROID 120 MG PO TABS [7938],1 each,5.1
THYROID 15 MG PO TABS [7940],1 each,3
THYROID 30 MG PO TABS [7944],1 each,3
THYROID 30 MG PO TABS [7944],1 each,3
THYROID 45 MG PO TAB (INPATIENT USE) [403114],1 each,3
THYROID 60 MG PO TABS [7947],1 each,3
THYROID 90 MG PO TABS [11550],1 each,4.40
THYROID ABS MICROSOMAL ,EACH,44
THYROID ANTIBODIES EACH ,EACH,22
THYROID CA IMAG WHOLE BODY ,EACH,1615
THYROID IMAGING ,EACH,1245
THYROID IMAGING W/UPTAKE(S) ,EACH,1495
THYROID PEROXIDASE (TPO) AB ,EACH,48
THYROID PEROXIDASE AB (TPOA) ,EACH,48
THYROID PEROXIDASE ANTIBODY ,EACH,99
THYROID PEROXIDASE TPO ANTIBODIES ,EACH,99.00
THYROID STIM HORMONE RECPT AB ,EACH,72
THYROID STIM IMMUNOGLOBULIN ,EACH,86
THYROID UPTAKE SNGL OR MULT ,EACH,1410
THYROTROPIN ALFA 1.1 MG IM SOLR [24409],1 each,6041.5
THYROXINE BINDING GLOBULIN SERUM ,EACH,35
THYROXINE T4 TOTAL ,EACH,47
TI-201 CHLORIDE ,EACH,57.00
TI-201 CHLORIDE ,EACH,57
TIAGABINE HCL 12 MG PO TABS [21829],1 each,39.8
TIAGABINE HCL 12 MG PO TABS [21829],1 each,34.6
TIAGABINE HCL 16 MG PO TABS [21828],1 each,52.1
TIAGABINE HCL 4 MG PO TABS [21827],1 each,30.8
TIB/PER ART ATHER-EA ADD VESS ,EACH,18390
TIB/PER ART STENT&ATHER-EA ADD ,EACH,12820
TIB/PER ART STENT-EA ADD VESS ,EACH,12820
TIB/PERONEAL ART STENT&ATHEREC ,EACH,30415
TIB/PERONEAL ARTERY ATHERECTOM ,EACH,41820
TIB/PERONEAL ARTERY PTA ,EACH,34920
TIB/PERONEAL ARTERY STENT ,EACH,41820
TIB/PERONL ART PTA-EA ADD VESS ,EACH,11385
TIBIA/FIBULA 2V ,EACH,265
TIBIA/FIBULA 2V ,EACH,265.00
TICAGRELOR 60 MG PO TABS [163943],1 each,21.2
TICAGRELOR 90 MG PO TABS [149349],1 each,21.2
TICAGRELOR 90 MG PO TABS [149349],1 each,21.2
TICLOPIDINE HCL 250 MG PO TABS [11559],1 each,10.1
TIGECYCLINE 50 MG IV SOLR [41652],50 mg,661.1
TIGECYCLINE 50 MG IV SOLR [41652],1 each,661.1
TILT TABLE EVALUATION ,EACH,1475
TIMOLOL MALEATE 0.25 % OP SOLG [24575],1  x 5 mL Bottle,594.8
TIMOLOL MALEATE 0.25 % OP SOLG [24575],1  x 5 mL Bottle,374.4
TIMOLOL MALEATE 0.25 % OP SOLN [11561],1  x 5 mL Bottle,45
TIMOLOL MALEATE 0.25 % OP SOLN [11561],1  x 10 mL Bottle,83.3
TIMOLOL MALEATE 0.5 % OP SOLG [24576],1  x 5 mL Bottle,651.9
TIMOLOL MALEATE 0.5 % OP SOLG [24576],1  x 5 mL Bottle,410.4
TIMOLOL MALEATE 0.5 % OP SOLN [11562],1  x 5 mL Bottle,18
TIMOLOL MALEATE 0.5 % OP SOLN [11562],1  x 5 mL Bottle,51
TIMOLOL MALEATE 0.5 % OP SOLN [11562],1  x 10 mL Bottle,97.1
TINNITUS ASSESSMENT ,EACH,475
TIOTROPIUM BROMIDE MONOHYDRATE 18 MCG IN CAPS [38315],.2  x 5 each Box,56.8
TIP DEFLECTING HANDLE ,EACH,850
TIP PHACOEMULSIFICATION ,EACH,MarkUp
TIP PULSED LAVAGE ,EACH,MarkUp
TIP SCREWDRIVER ,EACH,MarkUp
TIPRANAVIR 250 MG PO CAPS [41676],1 each,47.4
TIROFIBAN HCL 3.75 MG/15ML IV CONC [170857],15 mL,928.3
TIROFIBAN HCL IN NACL 12.5-0.9 MG/250ML-% IV SOLN [169781],1  x 250 mL Plas Cont,2121.9
TIROFIBAN HCL IN NACL 5-0.9 MG/100ML-% IV SOLN [169780],1  x 100 mL Vial,1028.5
TISS SYNTH IMPL COAPTITE 1ML ,EACH,MarkUp
TISSEEL VH 10 ML EX KIT [81639],1 each,2640.8
TISSEEL VH 10 ML EX KIT [81639],1 each,2535.7
TISSUE & TOUCH PREP MACRO EXAM ,EACH,65.00
TISSUE CULTURE LYMPHOCYTE ,EACH,680
TISSUE ISH EA PROBE INTERP & RPT ,EACH,767
TISSUE ISH EA PROBE INTERP & RPT ,EACH,736
TISSUE MARKER ,EACH,240
TISSUE PREP MACRO EXAMINATION ,EACH,65
TISSUE SYNTHETIC ,EACH,MarkUp
TISSUE TRANSGLUTAMINASE AB IGA ,EACH,17
TISSUE TRANSGLUTAMINASE AB-IGG ,EACH,47.00
TIZANIDINE HCL 2 MG PO TABS [14792],1 each,3.7
TIZANIDINE HCL 4 MG PO TABS [14793],1 each,9.3
TLSO 4 SHELL BIVALVE LINE PREF ,EACH,2224
TLSO A-P-L 2 PIECE W INTERFA ,EACH,3395
TLSO A-P-L CONTROL MOLDED ,EACH,"2,775.00"
TLSO A-P-L W INTERFACE CUSTM ,EACH,2920
TLSO A-P-L-ROTARY HYPEREXTEN ,EACH,898.00
TM INTRODUCER ,EACH,80
TM JOINTS X-RAY ,EACH,265
TMJ OPEN&CLOSED MOUTH UNILAT ,EACH,265
TOBRAMYCIN 0.3 % OP OINT [19769],1  x 3.5 g Tube,895.1
TOBRAMYCIN 0.3 % OP SOLN [7995],1  x 5 mL Bottle,102
TOBRAMYCIN 1.4% FORTIFIED OP SOLN [402264],1  x 7 mL Bottle,3
TOBRAMYCIN 300 MG/5ML IN NEBU [22240],1  x 5 mL Plas Cont,558.10
TOBRAMYCIN 40 MG/ML NEB SOLUTION UF [402909],1  x 50 mL Vial,196.4
TOBRAMYCIN 40 MG/ML NEB SOLUTION UF [402909],1 mL,9.00
TOBRAMYCIN SULFATE 1.2 G IJ SOLR [11565],1 each,365.90
TOBRAMYCIN SULFATE 1.2 G IJ SOLR [11565],1 each,702.20
TOBRAMYCIN SULFATE 1.2 G IJ SOLR [11565],1 each,735.9
TOBRAMYCIN SULFATE 40 MG/ML IJ SPECIAL DILUTION UF [402512],2 mL,15.8
TOBRAMYCIN SULFATE 80 MG/2ML IJ SOLN [39918],1  x 2 mL Vial,15.8
TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP OINT [11566],1  x 3.5 g Tube,898.9
TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],1  x 2.5 mL Bottle,348.5
TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],1  x 2.5 mL Bottle,272.8
TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],1  x 5 mL Bottle,669.8
TOBRAMYCIN-PEAK ,EACH,110
TOCILIZUMAB 20 MG/ML IV SOLN UF [500007],10 mL,4444.4
TOE IMPLANT ,EACH,MarkUp
TOLCAPONE 100 MG PO TABS [22050],1 each,426.8
TOLMETIN SODIUM 400 MG PO CAPS [8015],1 each,10.9
TOLNAFTATE 1 % EX CREA [8020],1  x 28 g Tube,15
TOLNAFTATE 1 % EX CREA [8020],1  x 15 g Tube,15.3
TOLNAFTATE 1 % EX POWD [8021],1  x 45 g Can,11.1
TOLTERODINE TARTRATE 1 MG PO TABS [22782],1 each,21.80
TOLTERODINE TARTRATE 2 MG PO TABS [22783],1 each,22.40
TOLTERODINE TARTRATE ER 2 MG PO CP24 [29434],1 each,43.80
