price,description,charge_type
620.00,SIMULATION SIMPLE ,standard
7.6,SIMVASTATIN 10 MG PO TABS [11364],standard
3,SIMVASTATIN 20 MG PO TABS [11365],standard
14.5,SIMVASTATIN 40 MG PO TABS [11366],standard
3,SIMVASTATIN 40 MG PO TABS [11366],standard
6.3,SIMVASTATIN 5 MG PO TABS [11367],standard
14.50,SIMVASTATIN 80 MG PO TABS [23449],standard
283.10,SINCALIDE 5 MCG IJ SOLR [11368],standard
23750,SINGLE CHAMBER BS VIGILANT EL ICD VR ,standard
118347,SINGLE LUNG TRANSPLANT-DD IMPORT ,standard
189.00,SINGLE PASV PICC 5FR ,standard
265,SINUSES X-RAY ,standard
265.00,SINUSES X-RAY ,standard
"62,000.00",SIPULEUCEL-T IV SUSP [104087],standard
93,SIROLIMUS (RAPAMYCIN) ,standard
87.4,SIROLIMUS 0.5 MG PO TABS [103822],standard
146.50,SIROLIMUS 1 MG PO TABS [28958],standard
7122.8,SIROLIMUS 1 MG/ML PO SOLN [26336],standard
51.60,SITAGLIPTIN PHOSPHATE 100 MG PO TABS [77617],standard
51.6,SITAGLIPTIN PHOSPHATE 25 MG PO TABS [77615],standard
51.6,SITAGLIPTIN PHOSPHATE 50 MG PO TABS [77616],standard
60,SITZMARKER ADM.& COLL. ,standard
MarkUp,SIZER SURGICAL ,standard
5520,SKIN FULL GRAFT EEN & LIPS ,standard
5520,SKIN FULL GRFT FACE/GENIT/HF ,standard
5520,SKIN GFT FULL-THK FACE/GEN/HN/FT ,standard
8100,SKIN SPLT GRAFT-TRNK/ARM/LEG ,standard
"7,735.00",SKIN SPLT GRFT T/A/L ADD-ON ,standard
"3,940.00",SKIN SUB GRAFT F/N/HF/G ADDL ,standard
5520,SKIN SUB GRAFT FACE/NK/HF/G ,standard
"3,940.00",SKIN SUB GRAFT T/A/L ADD-ON ,standard
5520,SKIN SUB GRAFT TRNK/ARM/LEG ,standard
"7,890.00",SKIN SUB GRFT T/ARM/LG CHILD ,standard
MarkUp,SKIN SUBSITUTE NOS ,standard
5525,SKIN TISSUE REARRANGEMENT ,standard
"7,735.00",SKN SPLT A-GRFT F/N/HF/G ADD ,standard
7890,SKN SPLT A-GRFT FAC/NCK/HF/G ,standard
3940,SKN SUB GRFT F/N/HF/G CH ADD ,standard
8100,SKN SUB GRFT F/N/HF/G CHILD ,standard
6450,SKN SUB GRFT T/A/L CHILD ADD ,standard
460.00,SKULL SERIES X-RAY ,standard
1489,SKULL TONG TRAY (G-WELLS) ,standard
460.00,SKULL X-RAY 2 VIEWS ,standard
3255,SLEEP STUDY <6 YRS 4>PARAM ,standard
"3,255.00",SLEEP STUDYW/CPAP<6YRS 4>PARAM ,standard
MarkUp,SLEEVE CABLE ,standard
MarkUp,SLEEVE CENTERING ,standard
MarkUp,SLEEVE DRILL ,standard
MarkUp,SLEEVE EXTERNAL FIXATION ,standard
MarkUp,SLEEVE INSERTION ,standard
MarkUp,SLEEVE LAPAROSCOPIC ,standard
MarkUp,SLEEVE SPINAL ,standard
MarkUp,SLEEVE SURGICAL ,standard
80,SLING AND SWATH ,standard
MarkUp,SLING GYNECOLOGICAL ,standard
MarkUp,SLING TRANSVAGINAL ,standard
75,SLP GROUP THERAPY 30 MIN ,standard
460.00,SLP SPCH GEN DEVICE 1 HR ,standard
195.00,SLP SPCH GEN DEVICE ADD 30 MIN ,standard
325.00,SLP SPCH GEN DEVICE TRAINING ,standard
MarkUp,SLP SUPPLY ,standard
260,SLP SWALLOW THERAPY 15 MIN ,standard
280,SLP SWALLOW THERAPY 30 MIN ,standard
305,SLP SWALLOW THERAPY 45 MIN ,standard
325,SLP SWALLOW THERAPY 60 MIN ,standard
240,SLP THERAPY 15 MIN ,standard
260,SLP THERAPY 30 MIN ,standard
280,SLP THERAPY 45 MIN ,standard
300,SLP THERAPY 60 MIN ,standard
10.8,SM MUSCLE RUB 10-15 % EX CREA [155228],standard
33,SM RIBONUCLEIC PROT RNP U1 IGG ,standard
MarkUp,SMARTCOIL NOCHARGE ,standard
1600,SMARTPILL CAPSULE ,standard
41,SMEAR AND STAIN MICROSPORIDIA ,standard
37,SMEAR FLUORESCENT/ACID STAIN ,standard
420,SMP RP FC/ER/LID/LP 2.6-5CM ,standard
420,SMP RP FC/ER/LID/LP 5.1-7.5CM ,standard
420,SMP RP FC/ER/LID/LP 7.6-12.5 ,standard
335,SMP RP FC/NS/ERS/EYLD/LP <=2.5CM ,standard
450,SMP RP FC/NS/ERS/EYLD/LP 12.6-20 ,standard
525,SMP RP FC/NS/ERS/EYLD/LP 20.1-30 ,standard
335,SMP RP SC/NK/AX/GN/TK EX <=2.5CM ,standard
880,SMP RP SC/NK/AX/GN/TK EX >30CM ,standard
525,SMP RP SC/NK/AX/GN/TK EX 12.6-20 ,standard
525,SMP RP SC/NK/AX/GN/TK EX 20.1-30 ,standard
420,SMP RP SCLP/TRK/EXT 2.6-7.5 ,standard
420,SMP RP SCLP/TRK/EXT 7.6-12.5 ,standard
30,SNARE ,standard
115.00,SNARE CAPIFLEX ,standard
115.00,SNARE PLOYPECTOMY ,standard
MarkUp,SNARE VASCULAR ,standard
120,SNARE-BST ROTATABLE ,standard
935,SNIFF TEST ,standard
935,SNIFF TEST ,standard
815.00,SO WITHOUT JOINTS ,standard
50.00,SOCK FRACTURE OR EQUAL EACH ,standard
147634.2,SOD BENZ-SOD PHENYLACET 10-10 % IV SOLN [40917],standard
147634.2,SOD BENZ-SOD PHENYLACET 10-10 % IV SOLN [40917],standard
51.10,SOD CITRATE-CITRIC ACID 500-334 MG/5ML PO SOLN [11394],standard
129.20,SOD CITRATE-CITRIC ACID 500-334 MG/5ML PO SOLN [11394],standard
9.00,SODIUM ACETATE 1 MEQ/ML 50 ML SYRINGE [403797],standard
14.10,SODIUM ACETATE 2 MEQ/ML IV SOLN [7301],standard
14.10,SODIUM ACETATE 2 MEQ/ML IV SOLN [7301],standard
7.80,SODIUM ACETATE 2 MEQ/ML PO SOLN [402140],standard
17.10,SODIUM ACETATE 4 MEQ/ML IV SOLN [7302],standard
9.50,SODIUM ACETATE 4 MEQ/ML PO SOLN [403479],standard
6.00,SODIUM BENZOATE PO LIQD 100 MG/ML [402141],standard
3,SODIUM BICARBONATE 325 MG PO TABS [7311],standard
49.5,SODIUM BICARBONATE 4 % IV SOLN [11400],standard
49.50,SODIUM BICARBONATE 4 % IV SOLN [11400],standard
70.1,SODIUM BICARBONATE 4.2 % IV SOLN [7306],standard
3,SODIUM BICARBONATE 650 MG PO TABS [7313],standard
3,SODIUM BICARBONATE 650 MG PO TABS [7313],standard
43.2,SODIUM BICARBONATE 8.4 % IV SOLN [7309],standard
43.2,SODIUM BICARBONATE 8.4 % IV SOLN [7309],standard
64.8,SODIUM BICARBONATE 8.4 % IV SOLN [7309],standard
64.8,SODIUM BICARBONATE 8.4 % IV SOLN FOR PICU ORDER SET CUSTOM UF [404883],standard
24,SODIUM BICARBONATE PO LIQD 1 MEQ/ML [402142],standard
103.2,SODIUM BICARBONATE PO POWD [7310],standard
142.8,SODIUM BICARBONATE-DEXTROSE 150 MEQ/L IV SOLN [178755],standard
142.80,SODIUM BICARBONATE-DEXTROSE 150 MEQ/L IV SOLN [178755],standard
33,SODIUM BLOOD ,standard
36.4,SODIUM CHLORIDE (HYPERTONIC) 5 % OP OINT [7331],standard
57.6,SODIUM CHLORIDE (HYPERTONIC) 5 % OP SOLN [7332],standard
10.8,SODIUM CHLORIDE 0.225% IV SOLN [400632],standard
32.4,SODIUM CHLORIDE 0.45 % IV SOLN [7318],standard
15.2,SODIUM CHLORIDE 0.9 % IJ SOLN [7319],standard
21.6,SODIUM CHLORIDE 0.9 % IR SOLN [11403],standard
43,SODIUM CHLORIDE 0.9 % IV SOLN [27838],standard
3.9,SODIUM CHLORIDE 1 G PO TABS [7328],standard
3,SODIUM CHLORIDE 1 G PO TABS [7328],standard
9,SODIUM CHLORIDE 3 % IN NEBU [7327],standard
9,SODIUM CHLORIDE 3 % IN NEBU [7327],standard
35.1,SODIUM CHLORIDE 3 % IV SOLN [7321],standard
130.7,SODIUM CHLORIDE 4 MEQ/ML IV SOLN [7322],standard
22.6,SODIUM CHLORIDE 4 MEQ/ML IV SOLN [7322],standard
69.7,SODIUM CHLORIDE 4 MEQ/ML IV SOLN [7322],standard
12.60,SODIUM CHLORIDE 4 MEQ/ML PO SOLN [402143],standard
48.6,SODIUM CHLORIDE 5 % IV SOLN [7323],standard
9,SODIUM CHLORIDE 7 % IN NEBU [82134],standard
39.9,SODIUM CITRATE 4 % WITH GENTAMICIN 320 MCG/ML 3 ML UF [408770],standard
33,SODIUM FLUID ,standard
576.1,SODIUM HYALURONATE 10 MG/ML IO SOLN [28913],standard
747.4,SODIUM HYALURONATE 10 MG/ML IO SOLN [28913],standard
160.1,SODIUM HYALURONATE 10 MG/ML IO SOLN [28913],standard
459.9,SODIUM HYALURONATE 10 MG/ML IO SOLN [28913],standard
464.2,SODIUM HYALURONATE 14 MG/ML IO SOLN [28914],standard
254.2,SODIUM HYALURONATE 14 MG/ML IO SOLN [28914],standard
1402.9,SODIUM HYALURONATE 20 MG/2ML IX SOSY [159044],standard
240.4,SODIUM HYALURONATE 23 MG/ML IO SOLN [33109],standard
61.4,SODIUM HYPOCHLORITE 0.0125 % EX SOLN [40539],standard
67.5,SODIUM IODIDE 100 MCG/ML IJ SOLN [7344],standard
16.5,SODIUM LACTATE 5 MEQ/ML IV SOLN [7346],standard
49059,SODIUM PHENYLBUTYRATE 3 GM/TSP PO POWD [153044],standard
53.3,SODIUM PHENYLBUTYRATE 500 MG PO TABS [17600],standard
578.7,SODIUM PHENYLBUTYRATE PO LIQD 200 MG/ML [402144],standard
87.2,SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN SH [500003],standard
87.2,SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN SH [500003],standard
2205,SODIUM PHOSPHATE MONOBASIC POWD [13712],standard
3,SODIUM PHOSPHATE PO LIQD 15 MMOL/3.66ML UD UF [404539],standard
3,SODIUM PHOSPHATE PO LIQD 15 MMOL/6 ML UD UF [405706],standard
3.6,SODIUM PHOSPHATE PO LIQD 2.5 MMOL/ML UF [405707],standard
26.80,SODIUM PHOSPHATE PO LIQD 4.1 MMOL/ML [402145],standard
105.40,SODIUM PHOSPHATE-NACL 15 MMOL/100ML IV SOLN [172745],standard
31.4,SODIUM PHOSPHATE-NACL 15 MMOL/100ML IV SOLN [172745],standard
61.00,SODIUM POLYSTYRENE SULFONATE 15 G/60ML PO SUSP UD [402146],standard
315.20,SODIUM POLYSTYRENE SULFONATE 15 GM/60ML PO SUSP [27999],standard
344.2,SODIUM TETRADECYL SULFATE 1 % IV SOLN [41787],standard
344.2,SODIUM TETRADECYL SULFATE 3 % IV SOLN [41793],standard
88.9,SODIUM THIOSULFATE 10 % IV SOLN [7363],standard
388.8,SODIUM THIOSULFATE 25 % IV SOLN [7364],standard
388.8,SODIUM THIOSULFATE 25 % IV SOLN [7364],standard
33,SODIUM URINE(24HR) ,standard
3600,SOFOSBUVIR 400 MG PO TABS [155188],standard
199,SOFT INTERFACE ABOVE KNEE SE ,standard
173.00,SOFT INTERFACE BELOW KNEE SE ,standard
43.7,SOLIFENACIN SUCCINATE 5 MG PO TABS [40392],standard
214,SOLOTRAK INTRO LONG ,standard
153,SOLOTRAK INTRODUCER ,standard
245,SOLOTRAK INTRODUCER 2 ,standard
184,SOLOTRAK INTRODUCER 3 ,standard
184,SOLOTRAK LEAD INTRO ,standard
245,SOLOTRAK LEAD INTRO 2 ,standard
MarkUp,SOLUTION OPHTHALMIC ,standard
138,SOMATOMEDIN C IGF-1 ,standard
1515,SOMATOSENSORY E 0P U/L LIMBS ,standard
840.00,SOMATOSENSORY E P -LOWER LIMBS ,standard
840.00,SOMATOSENSORY E P -UPPER LIMBS ,standard
2417.6,SOMATROPIN (NON-REFRIGERATED) 5 MG IJ SOLR [29389],standard
2417.6,SOMATROPIN (NON-REFRIGERATED) 5 MG IJ SOLR [29389],standard
720,SONOHYSTEROGRAPHY SALINE INFUSION ,standard
560.2,SORAFENIB TOSYLATE 200 MG PO TABS [43675],standard
6.8,SORBITOL 70% PO LIQD 30ML UD [402631],standard
7.9,SOTALOL 40 MG PO TAB (INPATIENT) [400725],standard
7.9,SOTALOL 40 MG PO TAB (INPATIENT) [400725],standard
10.3,SOTALOL HCL 120 MG PO TABS [15723],standard
9.4,SOTALOL HCL 120 MG PO TABS [15723],standard
5742.4,SOTALOL HCL 150 MG/10ML IV SOLN [103068],standard
15.3,SOTALOL HCL 240 MG PO TABS [11420],standard
7.7,SOTALOL HCL 80 MG PO TABS [11421],standard
123.9,SOTALOL PO LIQD 5 MG/ML [402148],standard
MarkUp,SPACER FEMORAL ,standard
MarkUp,SPACER HUMERAL ,standard
MarkUp,SPACER SPINAL ,standard
MarkUp,SPACER TIBIAL ,standard
MarkUp,SPACER VERTEBRAL ,standard
MarkUp,SPECIAL MISC BY REPORT ,standard
27.00,SPECIAL MIXING STUDIES-PT ,standard
44.00,SPECIAL MIXING STUDIES-PTT ,standard
620.00,SPECIAL PHYSICS CONSULT ,standard
85,SPECIAL STAIN MUSCLE B ,standard
1669,SPECIAL STAINS ENZYME EACH ,standard
166,SPECIAL STAINS NONORGANISMS II ,standard
180,SPECIAL STAINS STUDY ,standard
"1,150.00",SPECIAL TELETHERAPY PLAN ,standard
1855,SPECIAL TX PROCEDURE ,standard
17.00,SPECIFIC GRAVITY-BODY FLUID ,standard
20.00,SPECIMEN HANDLING ,standard
640,SPECTRAL DOPPLER ANALYSIS COMPLT ,standard
485,SPECTRAL DOPPLER ANALYSIS LTD F/U ,standard
120,SPEECH AUDIOMETRY THRESHOLD ,standard
135,SPEECH AUDIOMETRY-COMPLETE ,standard
MarkUp,SPHERE EYE ,standard
MarkUp,SPHINCTEROTOME ENDO ,standard
245,SPIKED BIOPSY FORCEP ,standard
90.00,SPINAL NEEDLE ,standard
2505,SPINAL PUNCT LUMBAR DIAG ,standard
2505,SPINAL PUNCT LUMBAR THERAPEUTIC ,standard
"2,505.00",SPINAL PUNCTURE - THERAPEUTIC ,standard
33,SPINE TRAY ,standard
2005,SPIRATION DEPLOYMENT AND LOADER ,standard
770,SPIRATION SIZING KIT ,standard
475,SPIROMETRY W/GRAPHIC RECORD ,standard
4.5,SPIRONOLACTONE 100 MG PO TABS [11425],standard
3,SPIRONOLACTONE 12.5 MG PO TAB (INPATIENT) [400726],standard
3,SPIRONOLACTONE 25 MG PO TABS [7437],standard
3,SPIRONOLACTONE 25 MG PO TABS [7437],standard
1059.6,SPIRONOLACTONE 25 MG/5ML PO SUSP [176284],standard
3814.3,SPIRONOLACTONE 25 MG/5ML PO SUSP [176284],standard
"1,245.00",SPLEEN IMAGING ONLY ,standard
8850,SPLENOPORTOGRAPHY ,standard
195,SPLENOPORTOGRAPHY (SUB) ,standard
MarkUp,SPLINT NASAL ,standard
368,SPLITTING BLOOD PRODUCTS EA UNIT ,standard
59,SPUTUM CULTURE ,standard
54650,SQ AICD SINGLE CHAMBER ,standard
2665,SQ-INSERTION TOOL ,standard
240,SR DYSLEXIA THERAPY ,standard
"27,255.00",SRS CRANIAL LINEAR/SNGL SESSION ,standard
"6,030.00",SRS LINEAR FRACTION TX PER SESS ,standard
23,SS A SSB LA ENA AB IGG ,standard
122.00,SSA RO ENA IGG AB ,standard
122.00,SS-A/SS-B ANTIBODY ,standard
33,SSB LA ENA AB IGG ,standard
45,SSB LA ENA IGG AB ,standard
335,ST ANALYS BEHAVRAL QUALIT  VOICE ,standard
. ,ST ATTEN D/C STATUS ,standard
400.00,ST EVAL SPEECH FLUENCY ,standard
740,ST EVAL SPEECH SOUND LANG COMPREHEN ,standard
350.00,ST EVAL SPEECH SOUND PRODUCTION ,standard
325,ST EVAL SWALLOW/ORAL FUNCTION ,standard
660,ST FLEX ENDOSCOP SWALLOW EVAL ,standard
. ,ST LANG COMP CURRENT STAT ,standard
. ,ST LANG COMP D/C STATUS ,standard
. ,ST LANG COMP GOAL STATUS ,standard
90.00,ST LOUIS ENCEPH AB IGG QUAL ,standard
320,ST MOTION FLUORO SWALLOW EVAL ,standard
9420,STAB PHLEBECTOMY 10-20 ,standard
"3,095.00",STAB PHLEBECTOMY 1-9 ,standard
MarkUp,STABILIZER SURGICAL ,standard
475,STAGGERED SPONDAIC WORD TEST ,standard
44.3,STANNOUS FLUORIDE 0.4 % DT GEL [165985],standard
44.3,STANNOUS FLUORIDE 0.4 % DT GEL [165985],standard
206,STAPH AUREUS AMPLIFIED PROBE ,standard
MarkUp,STAPLE BONE ,standard
MarkUp,STAPLER SURGICAL ,standard
MarkUp,STATISTIC-INTRA-OP RAD TX DEL ,standard
50,STATLOCK IABP ,standard
50,STATLOCK UNIVERSAL PLUS (6-8.5 ,standard
24.60,STAVUDINE 15 MG PO CAPS [13308],standard
25.6,STAVUDINE 20 MG PO CAPS [13309],standard
27.2,STAVUDINE 30 MG PO CAPS [13310],standard
27.7,STAVUDINE 40 MG PO CAPS [13311],standard
60,STEERING DEVICE ,standard
2545,STELLATE GANGLION CERV NRV BLK ,standard
292.00,STEM CELLS CD34 TOTAL CNTS ,standard
MarkUp,STEM FEMORAL ,standard
MarkUp,STEM HUMERAL ,standard
120.00,STENGER ,standard
1540,STENT ABBOTT PRO SYS ,standard
2395,STENT ABSORB PRO SELF EXPANDING ,standard
3405,STENT BIL TRANS ,standard
MarkUp,STENT BILIARY ,standard
3468,STENT BIORESORBABLE ,standard
4000,STENT COATED/COV W/DEL SYS ,standard
"8,815.00",STENT COATED/COVERED W/DEL SYS ,standard
MarkUp,STENT CORONARY ,standard
20785,STENT CP ,standard
500,STENT DOUBLE J 8 FR 26 ,standard
5320,STENT DRUG ELUTING ZILVER PTX ,standard
MarkUp,STENT ENDOPROSTHESIS ,standard
388,STENT ENDOSCOPIC ,standard
MarkUp,STENT ESOPHAGEAL ,standard
3468,STENT EXPANDABLE RENAL ,standard
3270,STENT GEN 6X12 ,standard
2355,STENT GIANTURCO ,standard
2005,STENT HERCULINK ELITE ,standard
6175,STENT ICAST ,standard
3070,STENT LD ILLIAC BILIARY ,standard
6980,STENT MOUTNTED CP ,standard
MarkUp,STENT NASAL ,standard
MarkUp,STENT NASAL PROPEL ,standard
"14,715.00",STENT NEURFORM HDE#H020002 ,standard
"6,085.00",STENT NON-COA/NON-COV W/DEL ,standard
"2,550.00",STENT ONYX ,standard
4525,STENT OTW SUPERA ,standard
MarkUp,STENT PANCREATIC ,standard
27900,STENT PULESRIDER HDE#H160002 ,standard
"2,355.00",STENT REBEL OPLATINUM ,standard
479,STENT RENAL TX GREENE ,standard
5215,STENT RX ACCULINK ,standard
2355,STENT SILVER ,standard
479.00,STENT SIZER ALVEOLUS ,standard
3990,STENT SUPERA OTW ,standard
5510,STENT SYNERGY ,standard
MarkUp,STENT TRACHEOBRONCHIAL ,standard
MarkUp,STENT URETERAL ,standard
MarkUp,STENT VAGINAL ,standard
MarkUp,STENT VASCULAR ,standard
MarkUp,STENT VASCULAR IDE#G040063 ,standard
MarkUp,STENT VASCULAR IDE#G040175 ,standard
MarkUp,STENT VASCULAR IDE#G050116 ,standard
MarkUp,STENT VASCULAR IDE#G070123 ,standard
MarkUp,STENT VASCULAR IDE#G080185 ,standard
MarkUp,STENT VASCULAR IDE#G090009 ,standard
MarkUp,STENT VASCULAR IDE#G090199 ,standard
MarkUp,STENT VASCULAR IDE#G090201 ,standard
"7,530.00",STENT VIABAHN ,standard
"8,635.00",STENT VIABAHN ,standard
"7,830.00",STENT VIABAHN ,standard
"15,985.00",STENT VIABAHN CATHETER ,standard
"8,640.00",STENT VIABAHN ENDOPROTHESIS ,standard
"8,070.00",STENT VIABAHN ENDOPROTHESIS ,standard
"9,660.00",STENT VIABAHN VASCULAR CATHETER ,standard
"6,430.00",STENT VIABAHN VBX ,standard
"7,885.00",STENT VIABAHN VBX ,standard
"12,120.00",STENT VIATORR ,standard
"9,200.00",STENT VIATORR 10X6 ,standard
10400,STENT VIATORR 10X7 ,standard
"10,400.00",STENT VIATORR 10X8 ,standard
10400,STENT VIATORR 12X8 ,standard
2830,STENT VISI-PRO ,standard
5165,STENT XACT ,standard
2550,STENT XL PALMAZ ,standard
3410,STENT-GENESIS ,standard
6390,STENT-GRAFTMASTER ,standard
1734,STENT-INTEGRITY RXT ,standard
1938,STENT-MULTI LL ,standard
2665,STENT-PALM XL ,standard
2359,STENT-RESOLUTE ,standard
1703,STENT-ULTRA RXT ,standard
1530,STENT-VISION ,standard
1840,STENT-VISI-PRO ,standard
2168,STENT-XIENCE ,standard
4135,STENT-XIENCE PRIME ,standard
4000,STENT-XIENCE XPED ,standard
383,STERILE RF HEAD COVER ,standard
40.00,STERILE SLEEVE ,standard
32.4,STERILE WATER FOR INJECTION QS BASE FOR TPN [404274],standard
265.00,STERNO-CLAV JT X-RAY ,standard
265.00,STERNO-CLAV JT X-RAY ,standard
265,STERNUM X-RAY ,standard
MarkUp,STIMULAN RAPID CURE ,standard
410,STIMULATOR COMPLEX FIRST HOUR ,standard
MarkUp,STIMULATOR NERVE ,standard
"5,565.00",STINGRAY CATHETER ,standard
"1,500.00",STINGRAY GUDEWIRE ,standard
60,STOMAHESIVE PASTE ,standard
56,STONE ANALYSIS ,standard
459,STONE BASKET ,standard
285,STONE EXTRACTOR ,standard
480.00,STRAPPING ANKLE ,standard
125,STRAPPING OF HAND OR FINGER ,standard
MarkUp,STRATAGRAFT FDA IND#10113 ,standard
MarkUp,"STRATTICE TM, PER SQ CM ",standard
90,STREPTOCOCCUS PNEUMO AG URINE ,standard
344.2,STREPTOMYCIN SULFATE 1 G IM SOLR [7508],standard
344.2,STREPTOMYCIN SULFATE 1 G IM SOLR [7508],standard
1440.5,STREPTOZOCIN 1 G IV SOLR [11436],standard
1440.5,STREPTOZOCIN 1 G IV SOLR [11436],standard
410,STRESS TEST-ERGONOVINE PROVOCA ,standard
825,STRETCHING/LYSIS PREPUTIAL ADHES ,standard
MarkUp,STRIPPER SURGICAL ,standard
55,STRONGLYOIDES SCRN ,standard
65,STRONGYLOIDES AB IGG BY ELISA ,standard
MarkUp,STRUT EXTERNAL FIXATION ,standard
105,STYLET ,standard
MarkUp,STYLET LEAD ,standard
"1,385.00",STYLET LOCKING TIP ,standard
MarkUp,STYLET RETRIEVAL ,standard
153,"STYLETS, TORQUE WRENCH, CAPS, ADAPTER ",standard
2415,SUB ABUSE-VISTA NORTH ,standard
955,SUBARACHNOID EPIDURAL INJ CRV ,standard
59,SUCCIMER 100 MG PO CAPS [11438],standard
105.8,SUCCINYLCHOLINE CHLORIDE 20 MG/ML IV SOLN SH [405976],standard
182.4,SUCCINYLCHOLINE CHLORIDE 20 MG/ML IV SOLN SH [405976],standard
158.7,SUCCINYLCHOLINE CHLORIDE 20 MG/ML IV SOLN SH [405976],standard
3,SUCRALFATE 1 G PO TABS [11442],standard
3,SUCRALFATE 1 G PO TABS [11442],standard
688,SUCRALFATE 1 GM/10ML PO SUSP [11441],standard
31.2,SUCRALFATE 1 GM/10ML PO SUSP UD [402151],standard
7860,SUCTION & EVACUATION PROC. ,standard
MarkUp,SUCTION DEVICE TIP ,standard
86.9,SUFENTANIL CITRATE 250 MCG/5ML IV SOLN [100068],standard
19.40,SUFENTANIL CITRATE 50 MCG/ML IV SOLN [11443],standard
29.10,SUFENTANIL CITRATE 50 MCG/ML IV SOLN [11443],standard
731.90,SUGAMMADEX 100 MG/ML CUSTOM IV SOLN [405700],standard
412.40,SUGAMMADEX SODIUM 200 MG/2ML IV SOLN [165850],standard
412.40,SUGAMMADEX SODIUM 200 MG/2ML IV SOLN [165850],standard
731.90,SUGAMMADEX SODIUM 500 MG/5ML IV SOLN [165852],standard
167.00,SULFACETAMIDE SODIUM 10 % OP SOLN [7359],standard
15.20,SULFADIAZINE 500 MG PO TABS [7554],standard
645.70,SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP [22560],standard
645.70,SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP [22560],standard
3.00,SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS [7557],standard
180.40,SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN [7556],standard
40.70,SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN [7556],standard
79.00,SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN [7556],standard
180.4,SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN [7556],standard
3,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS [11599],standard
14.9,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG/20 ML PO SUSP SH [408279],standard
814,SULFANILAMIDE 15 % VA CREA [7560],standard
3,SULFASALAZINE 500 MG PO TABS [7562],standard
120,SULFASALAZINE PO LIQD 100 MG/ML [402153],standard
60,SULFONYLUREA PANEL ,standard
3,SULINDAC 150 MG PO TABS [7578],standard
3.7,SULINDAC 200 MG PO TABS [7579],standard
235.5,SUMATRIPTAN 20 MG/ACT NA SOLN [20039],standard
84.8,SUMATRIPTAN SUCCINATE 25 MG PO TABS [15327],standard
81.2,SUMATRIPTAN SUCCINATE 25 MG PO TABS [15327],standard
75.5,SUMATRIPTAN SUCCINATE 50 MG PO TABS [15328],standard
183.8,SUMATRIPTAN SUCCINATE 6 MG/0.5ML SC SOLN [95009],standard
93.6,SUMATRIPTAN SUCCINATE 6 MG/0.5ML SC SOLN [95009],standard
"22,702.00",SUMERIUM-153 LEXIDRONAM-150MCI ,standard
628.5,SUNITINIB MALATE 12.5 MG PO CAPS [70424],standard
"1,257.00",SUNITINIB MALATE 25 MG PO CAPS [70425],standard
"2,188.20",SUNITINIB MALATE 50 MG PO CAPS [70426],standard
345,SUPER HNDL. LOAD RADIO ,standard
128,SUPER SHEATH ,standard
128.00,SUPER SHEATH ,standard
"12,560.00",SUPERSEL RENAL ANG/S&I (BILAT) ,standard
"10,405.00",SUPERSEL RENAL ANG/S&I (UNILAT ,standard
MarkUp,SUPPLIES VAD ,standard
MarkUp,SUPPORTER ABDOMINAL ,standard
MarkUp,SUPPORTER ATHLETIC ,standard
MarkUp,SUPPORTER BRA ,standard
MarkUp,SUPPORTER JAW ,standard
2065,SUPRASCAPULAR NERVE BLOCK ,standard
50.00,SURECAN HUBER 20GA X .75 ,standard
50,SURECAN HUBER 20GA X1.00 ,standard
50,SURG.SHEATH ,standard
121.00,SURGERY CONSULT ,standard
695,SURGERY HAND/FNGR ,standard
70,SURGICAL SHOE-EACH ,standard
90.00,SURGICAL SHOE-EACH ,standard
204,SURGICEL 4X8 ,standard
388,SURGICEL SNOW ,standard
MarkUp,SURGIFOAM ,standard
MarkUp,SURPASS EMBO SYS IDE#G110229 ,standard
47.00,SUSCEPTIBILITY -  KB ,standard
59,SUSCEPTIBILITY - MIC ,standard
345.00,SUTURE ANCHOR SET ,standard
MarkUp,SUTURE SURGICAL ,standard
5020,SVG&IMA ANGIO+S&I(SUB)CONG.HT ,standard
460,SWALLOW FUNCTION W/VIDEO ,standard
184.00,SWANGANZ PACING CATH ,standard
180.00,SWEAT CHLORIDE TEST ,standard
"2,010.00",SYMFONY INTRAOCULAR LENS ,standard
411.00,SYNDROME MOPATH LEVEL 5 ,standard
"2,785.00",SYNTHETIC BONE FLAP ,standard
135,SYNTHETIC SENTENCE TEST ,standard
305,SYRINGE CADENCE ,standard
MarkUp,SYRINGE DILATION ,standard
70.00,SYRINGE- QUICK FILL DUPLOJECT ,standard
158,SYS DELIVERY CEMENT 13.5G ,standard
