Facility,Description - UPPERCASE,Unit Price
Cooper Service Area,SIZER 190CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 195CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 200CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 200CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 200CC MGL SMTH RND MOD PRFL BRST IMPL,$945.75
Cooper Service Area,SIZER 200CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 200CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 215CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 215CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 215CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 215CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 225CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 225CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 225CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 225CC MGL SMTH RND MOD PRFL BRST IMPL,$945.75
Cooper Service Area,SIZER 225CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 225CC SAL RND MOD PRFL STRL,$194.00
Cooper Service Area,SIZER 230CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 235CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 235CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 240CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 240CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 245CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 250CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 250CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 250CC MGL SMTH RND MOD PRFL BRST IMPL,$945.75
Cooper Service Area,SIZER 250CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 255CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 255CC LW HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 255CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 260CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 260CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 270CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 270CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 270CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 270CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 275CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 275CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 275CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 275CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 275CC SAL RND MOD PRFL STRL,$194.00
Cooper Service Area,SIZER 275CC SAL SLTX CNTR HI PRFL,$194.00
Cooper Service Area,SIZER 285CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 290CC LW HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 290CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 295CC MD HT MOD+ CPG 322 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 295CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 295CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 300CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 300CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 300CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 300CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 300CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 305CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 310CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 315CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 320CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 320CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 325CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 325CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 325CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 325CC SAL RND MOD PRFL STRL,$194.00
Cooper Service Area,SIZER 325CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 330CC LW HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 330CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 330CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 335CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 340CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 345CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 350CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 350CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 350CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 350CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 350CC SAL SLTX CNTR HI PRFL,$194.00
Cooper Service Area,SIZER 350CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 355CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 355CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 360CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 370CC LW HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 370CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 375CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 375CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 375CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 375CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 375CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 375CC SAL RND MOD PRFL STRL,$194.00
Cooper Service Area,SIZER 380CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 380CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 385CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 390CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 395CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 395CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 400CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 400CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 400CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 400CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 400CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 405CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 405CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 415CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 420CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 420CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 425CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 425CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 425CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 425CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 425CC SAL RND MOD PRFL STRL,$194.00
Cooper Service Area,SIZER 430CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 440CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 440CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 445CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 445CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 450CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 450CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 450CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 450CC SAL SLTX CNTR HI PRFL,$194.00
Cooper Service Area,SIZER 450CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 455CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 465CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,067.00"
Cooper Service Area,SIZER 465CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 470CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 475CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 475CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 475CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 475CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 475CC SAL RND MOD PRFL STRL,$194.00
Cooper Service Area,SIZER 480CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 490CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 490CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,067.00"
Cooper Service Area,SIZER 490CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 495CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 500CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 500CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 500CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 500CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 510CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 525CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 525CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 525CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 530CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 535CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 535CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,067.00"
Cooper Service Area,SIZER 545CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 550CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 550CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 550CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 550CC SAL SLTX CNTR HI PRFL,$194.00
Cooper Service Area,SIZER 555CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 555CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 555CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 560CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,067.00"
Cooper Service Area,SIZER 560CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 575CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 585CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 590CC MGL F/ SMTH ULT HI PRFL BRST RSTR,$945.75
Cooper Service Area,SIZER 595CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 595CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,067.00"
Cooper Service Area,SIZER 600CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 600CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 600CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 605CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 615CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 620CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 620CC MD HT HI 323 CHSV MOD PLS PRJ (USE ITEM# 418727),"$1,261.00"
Cooper Service Area,SIZER 630CC SAL RND HI PRFL STRL,$194.00
Cooper Service Area,SIZER 630CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 640CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 640CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 645CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 650CC GEL ULT HI ,$945.75
Cooper Service Area,SIZER 650CC MD HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 650CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 650CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 650CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 650CC SAL SLTX CNTR HI PRFL,$194.00
Cooper Service Area,SIZER 650CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 680CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 680CC TL HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 685CC MD HT HI 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 685CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 690CC LW HT 323 CHSV MOD PLS PRJ,"$1,261.00"
Cooper Service Area,SIZER 700CC GEL ULT HI ,$945.75
Cooper Service Area,SIZER 700CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 700CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 700CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 700CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 750CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 750CC GEL ULT HI ,$945.75
Cooper Service Area,SIZER 750CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 750CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 750CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 755CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 755CC SIL GEL F/ MOD+ PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 775CC MD HT MOD CPG 321 CHSV III,"$1,261.00"
Cooper Service Area,SIZER 790CC SIL GEL F/ HI PROF SMTH RND XTRA BRST IMPL,"$1,261.00"
Cooper Service Area,SIZER 800CC GEL SLTX RND MOD CLS PRFL BRST IMPL RSTR,$945.75
Cooper Service Area,SIZER 800CC GEL ULT HI ,$945.75
Cooper Service Area,SIZER 800CC MGL RND HI PRFL RSTR STRL,$945.75
Cooper Service Area,SIZER 800CC MGL RND MOD+ PRFL ,$945.75
Cooper Service Area,SIZER 800CC SAL RND MOD PLS PRFL STRL,$194.00
Cooper Service Area,SIZER 9.5MM AND 12MM NS ,"$3,807.25"
Cooper Service Area,SIZER BRST 315CC MM PROF MD HT MOD PROJ RSTR,"$1,261.00"
Cooper Service Area,SIZER COLOR CODED ,"$3,409.55"
Cooper Service Area,SIZER FUSEFORCE STAPLE ,"$1,091.25"
Cooper Service Area,SIZER GEL SHP BRST IMPL 440CC RESTERILIZABLE,"$1,261.00"
Cooper Service Area,SIZER LINX DEVICE ,"$3,637.50"
Cooper Service Area,SIZER MALAR SET SIL NS  [9952],"$1,290.10"
Cooper Service Area,SIZER SET DSGN RZ MALAR ,"$1,303.00"
Cooper Service Area,SIZER TISS 500CC STY MSZ20 HP  [MSZ20500],"$1,091.25"
Cooper Service Area,SLEEVE 1/2 PIN CNTR 5 MM ,$706.16
Cooper Service Area,SLEEVE 14B LG S ROM MOD HIP PROX [55-0502],"$1,940.00"
Cooper Service Area,SLEEVE 6MM ,$706.16
Cooper Service Area,SLEEVE 6MM HLF PIN CNTRNG EX FIX HIP RNCH SYS,$706.16
Cooper Service Area,SLEEVE ASLS RSTRBL F/ 5.0MM ANG LCKNG SCR STRL (PK/2),$974.85
Cooper Service Area,SLEEVE C TAPER V40 +0 MM STD UNITRAX [6942-6-065],$485.00
Cooper Service Area,SLEEVE C TAPER V40 +12 MM UNITRAX [6942-6-080],$485.00
Cooper Service Area,SLEEVE C TAPER V40 -4 MM UNITRAX [6942-6-060],$485.00
Cooper Service Area,SLEEVE C TAPER V40 BIOLOX HEAD  [17-0000E],$912.29
Cooper Service Area,SLEEVE C TAPER V40 UNTRX +4 MM  [6942-6-070],$485.00
Cooper Service Area,SLEEVE C TAPER V40 UNTRX +8 MM  [6942-6-075],$485.00
Cooper Service Area,SLEEVE C TPR V40 UNITRAX +0 MM  [6942-7-065],$485.00
Cooper Service Area,SLEEVE C TPR V40 UNITRAX +3 MM  [6942-7-060],$485.00
Cooper Service Area,SLEEVE C TPR V40 UNTRX +5 MM  [6942-7-075],$485.00
Cooper Service Area,SLEEVE CABLE 2.0MM CRIMP VIT  [6704-4-020],$710.09
Cooper Service Area,SLEEVE CABLE 2MM HL SZ MD DALL-MILES,"$1,467.13"
Cooper Service Area,SLEEVE CATH W/UNISTASIS ,$52.14
Cooper Service Area,SLEEVE CENTERING  [178537],"$1,760.55"
Cooper Service Area,SLEEVE CENTERING 4MM ,$706.16
Cooper Service Area,SLEEVE CERVICAL 6 CM ,$135.80
Cooper Service Area,SLEEVE CMPR CENTERING 16MM  [178538],"$1,760.55"
Cooper Service Area,SLEEVE CMPR CNTR 21MM  [178543],"$1,760.55"
Cooper Service Area,SLEEVE DBL DRL 1.5/1.1MM ,"$1,629.31"
Cooper Service Area,SLEEVE DBL DRL 2.7/1.25MM ,"$2,313.45"
Cooper Service Area,SLEEVE DBL DRL 4.0/2.9MM ,"$1,514.07"
Cooper Service Area,SLEEVE DBL DRL 4.5/3.2MM ,"$1,754.15"
Cooper Service Area,SLEEVE DRILL MEASURING ,$584.91
Cooper Service Area,SLEEVE DRL 2.8MM F/ 3.5MM LCP PROX HUM PLT,$742.63
Cooper Service Area,SLEEVE DRL 3.1MM LCK MD ,"$1,034.80"
Cooper Service Area,SLEEVE DRL 3.2/1.6MM ,$857.87
Cooper Service Area,SLEEVE DRL 3.5MM AO SPD GD F/ 3.5X70MM T10 SCR,$695.98
Cooper Service Area,SLEEVE DRL 4.3MM F/ LISS ,"$1,939.81"
Cooper Service Area,SLEEVE DRL 7.0/3.2MM ,$793.85
Cooper Service Area,SLEEVE DRL F/ 100MM SCL DRLBT ,$853.60
Cooper Service Area,SLEEVE DRL F/ 2.0MM DRLBT F/ 313.354,$973.10
Cooper Service Area,SLEEVE ENDO XCEL 5X100MM RCY INTGR STAB,$64.75
Cooper Service Area,SLEEVE FEM 17MM PMMA CNTR AUX MN CMPRS [178539],"$1,760.55"
Cooper Service Area,SLEEVE HD TI MOD 12/14 TPR  [71344247],$993.04
Cooper Service Area,SLEEVE HUM FX POSITIONING 10MM ,"$1,147.03"
Cooper Service Area,SLEEVE INS DRL 3.5/2.5MM ,$585.78
Cooper Service Area,SLEEVE INS DRL 4.5/3.2MM ,$604.99
Cooper Service Area,SLEEVE LCK TI 110D N/S F/ SPRL BLD TI/9-12MM TI FEM NL LT BLU,"$1,905.32"
Cooper Service Area,SLEEVE LCK TI 130D N/S F/ SPRL BLD TI/9-12MM TI FEM NL PNK,"$1,905.32"
Cooper Service Area,SLEEVE LCK TI STD N/S GRN F/ 13-15MM TI FEM NL,"$1,657.83"
Cooper Service Area,SLEEVE NAIL INS ELC SPI 08-11  [1806-1406S],$456.72
Cooper Service Area,SLEEVE NAIL INS ELC SPI 08-13  [1806-1407S],$456.72
Cooper Service Area,SLEEVE PROVISIONAL RDC DEV ,$979.70
Cooper Service Area,SLEEVE PRTC 12.0/8.5MM ,"$1,206.78"
Cooper Service Area,SLEEVE PRTC 13.0MM ,"$1,786.16"
Cooper Service Area,SLEEVE PRTC 15.0MM/13.0MM F/ SPRL BLDE AIMING ARM,"$1,936.61"
Cooper Service Area,SLEEVE PRTC 9.5/7.0MM ,"$1,088.34"
Cooper Service Area,SLEEVE PUSH-OFF SHRT F/ STRDRV BLD,"$2,277.08"
Cooper Service Area,SLEEVE SCR LCKNG 3.5MM F/ 3.5MM LCP PROX HUM PLT,$848.27
Cooper Service Area,SLEEVE SMIT 40 MM X 9MM CTMR ,$283.05
Cooper Service Area,SLEEVE SZ 16-17 FEM MOD  [71354033],"$17,114.44"
Cooper Service Area,SLEEVE TIB 5CM PROX KN F/ ORTH SALVAGE SYS [161001],"$16,975.00"
Cooper Service Area,SLEEVE TRAY MBT POR 53 M/L MM ,"$13,929.20"
Cooper Service Area,SLEEVE TRAY MBT POR M/L 29MM ,"$13,929.20"
Cooper Service Area,SLEEVE TRAY POROUS ,"$13,929.20"
Cooper Service Area,SLEEVE UNIPOLAR 12/14 TPR +0MM  [71326600],$536.60
Cooper Service Area,SLEEVE UNV FEM FULL POR 46MM  [1294-53-246],"$15,980.75"
Cooper Service Area,SLEEVE UNV FEM SZ 40MM FULLY PRCT,"$15,980.75"
Cooper Service Area,SLEEVE WRE 1.6X55MM ,$899.48
Cooper Service Area,SLEEVE WRE 2.0MM ,$966.70
Cooper Service Area,SLEEVE WRE 8.5/2.8MM ,$957.10
Cooper Service Area,SLEEVE WSHR 15.5/13.0MM F/ 12.0/8.5MM PRTC SLV [312.09],"$1,082.52"
Cooper Service Area,SLING ADVANTAGE FIT SYSTEM  [M0068502110],"$4,150.15"
Cooper Service Area,SLING OBTRYX CRVD TRNSTR  [M0068504000],"$4,268.00"
Cooper Service Area,SLING SYSTEM RETROPUBIC TVT EXACT [TVTRL],"$5,699.38"
Cooper Service Area,SLING T ,"$2,587.48"
Cooper Service Area,SLING TRACTION LATERAL S3 (MUST BUY IN QTY OF 6 EA) [AR-1652],$291.00
Cooper Service Area,SLINGSHOT 70 DEGREE UP  [CAT02590],"$1,674.71"
Cooper Service Area,SLITTER (6228SLT) ,$164.90
Cooper Service Area,SNARE 13MMX94CMX12FR NDL EYE FEM,"$3,598.70"
Cooper Service Area,SNARE 20MMX94CMX12FR NDL EYE FEM,"$3,598.70"
Cooper Service Area,SNARE EXACTO COLD 2.4X9XX230MM ,$87.30
Cooper Service Area,SNARE NDL EYE 13MMX94CMX16F ,"$6,183.75"
Cooper Service Area,SNARE NDL EYE 20MMX94CMX16F ,"$6,183.75"
Cooper Service Area,SOCKET THREADED ,$308.80
Cooper Service Area,SOCKET THREADED 20MM ,$308.80
Cooper Service Area,SOCKET THREADED 30MM ,$308.80
Cooper Service Area,SOCKET THREADED 60MM ,$441.35
Cooper Service Area,SODIUM ACETATE 2 MEQ/ML INTRAVENOUS SOLUTION,$15.33
Cooper Service Area,SODIUM ACETATE 2 MEQ/ML IV,$23.04
Cooper Service Area,SODIUM ACETATE 2 MEQ/ML IV,$14.55
Cooper Service Area,SODIUM BICARBONATE (BULK) POWDER,$30.26
Cooper Service Area,SODIUM BICARBONATE 1 MEQ/ML (8.4 %) INTRAVENOUS SOLUTION,$47.05
Cooper Service Area,SODIUM BICARBONATE 325 MG TABLET,$0.50
Cooper Service Area,SODIUM BICARBONATE 4.2 % (0.5 MEQ/ML) INTRAVENOUS SYRINGE,$52.43
Cooper Service Area,SODIUM BICARBONATE 4.2 % INTRAVENOUS SOLUTION,$91.42
Cooper Service Area,SODIUM BICARBONATE 4.2 % INTRAVENOUS SOLUTION,$37.01
Cooper Service Area,SODIUM BICARBONATE 4.2 % INTRAVENOUS SOLUTION,$12.37
Cooper Service Area,SODIUM BICARBONATE 650 MG TABLET,$0.50
Cooper Service Area,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SYRINGE,$72.75
Cooper Service Area,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SYRINGE,$65.48
Cooper Service Area,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SYRINGE,$51.17
